symbol,name,sector_top,sector_top_weight_pct,sector_trust,bucket,reasons
SVIX,"-1X Short VIX Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
SVXY,"ProShares Short VIX Short-Term Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
TECL,"Direxion Daily Technology Bull 3x Shares","Technology",98.97,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
TECS,"Direxion Daily Technology Bear 3X Shares","",,0.4,NON_STANDARD,"NON_STANDARD_INVERSE|NO_SECTOR_DATA"
TEMT,"Tradr 2x Long Tem Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
TERG,"Leverage Shares 2x Long Teradyne Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
TETH,"21Shares Ethereum ETF","Financial Services",100.00,0.2,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO|FS_BUT_CRYPTO"
TLTW,"iShares 20+ Year Treasury Bond BuyWrite Fund","",,0.3,DATA_MISSING,"OPTIONS_OVERLAY|NO_SECTOR_DATA"
TNA,"Direxion Daily Small Cap Bull 3X Shares","Technology",19.08,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
TQQQ,"ProShares UltraPro QQQ","Technology",53.76,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
TSMG,"Leverage Shares 2x Long TSMC Daily ETP","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
TSMU,"GraniteShares 2x Long TSM ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
TSMX,"Direxion Daily Taiwan Semiconductor Bull 2X Shares","Technology",100.00,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
TSMY,"YieldMax TSM Option Income Strategy ETF","",,0.3,DATA_MISSING,"OPTIONS_OVERLAY|NO_SECTOR_DATA"
TTDU,"T-REX 2X Long TTD Daily Target ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
TUA,"Simplify Short Term Treasury Futures Strategy ETF","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
TWM,"ProShares UltraShort Russell2000","",,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_INVERSE"
TXNU,"Direxion Daily TXN Bull 2X ETF","Technology",100.00,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
TZA,"Direxion Daily Small Cap Bear 3X Shares","",,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_INVERSE"
UCO,"ProShares Ultra Bloomberg Crude Oil","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
UDN,"Invesco DB US Dollar Index Bearish Fund","",,0.35,ALT_ASSET_FX,"ALT_ASSET_FX"
UDOW,"ProShares UltraPro Dow30","Financial Services",27.26,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
UGA,"United States Gasoline Fund, LP","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
UGL,"ProShares Ultra Gold","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
UNG,"United States Natural Gas Fund, L.P.","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
UPRO,"ProShares UltraPro S&P500","Technology",39.06,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
UPSX,"Tradr 2x Long UPST Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
URAA,"Direxion Daily Uranium Industry Bull 2X Shares","Energy",62.45,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
URTY,"ProShares UltraPro Russell2000","Technology",19.10,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
USAX,"Tradr 2X Long USAR Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
USCI,"United States Commodity Index Fund","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
USD,"ProShares Ultra Semiconductors","Technology",100.00,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
USDU,"WisdomTree Bloomberg U.S. Dollar Bullish Fund","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
USGG,"Leverage Shares 2X Long USAR Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
USL,"United States 12 Month Oil Fund, LP","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
USO,"United States Oil Fund, LP","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
USOI,"UBS AG Enhanced Tactical Risk Oil Strategy ETN","",,0.4,STRUCTURED_VEHICLE,"STRUCTURED_VEHICLE"
USOY,"Defiance Oil Enhanced Options Income ETF","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
UTSL,"Direxion Daily Utilities Bull 3X Shares","Utilities",100.00,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
UUP,"Invesco DB US Dollar Index Bullish Fund","",,0.35,ALT_ASSET_FX,"ALT_ASSET_FX"
UUUG,"Leverage Shares 2X Long UUUU Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
UVIX,"2x Long VIX Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
UVXY,"ProShares Ultra VIX Short-Term Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
UWM,"ProShares Ultra Russell2000","Technology",19.10,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
UXRP,"ProShares Ultra XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
VFUUF,"Vanguard FTSE North America UCITS ETF (USD) Accumulating","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
VIXM,"ProShares VIX Mid-Term Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
VIXY,"ProShares VIX Short-Term Futures ETF","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
VNGLF,"Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating","",,0.3,DATA_MISSING,"NO_SECTOR_DATA"
VRTL,"GraniteShares 2x Long VRT ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
VXX,"iPath Series B S&P 500 VIX Short-Term Futures ETN","",,0.35,ALT_ASSET_VOLATILITY,"ALT_ASSET_VOLATILITY"
WANT,"Direxion Daily Consumer Discretionary Bull 3X Shares","Consumer Cyclical",99.01,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
WDCX,"Tradr 2X Long WDC Daily ETF","",,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED|NO_SECTOR_DATA"
WEAT,"Teucrium Commodity Trust - Teucrium Wheat Fund","",,0.35,ALT_ASSET_COMMODITY,"ALT_ASSET_COMMODITY"
WEBL,"Direxion Daily Dow Jones Internet Bull 3x Shares","Technology",43.08,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_LEVERAGED"
WEBS,"Direxion Daily Dow Jones Internet Bear 3X Shares","",,0.45,INDEX_DERIVATIVE,"INDEX_DERIVATIVE|NON_STANDARD_INVERSE"
WGMI,"Valkyrie Bitcoin Miners ETF","Financial Services",50.94,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
WULX,"Tradr 2X Long TeraWulf Daily ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XBCI,"NEOS Boosted Bitcoin High Income ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XRP,"Bitwise XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XRPC,"Canary XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XRPI,"XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XRPT,"2X XRP Exchange Traded Fund","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XRPZ,"Franklin XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XXRP,"Teucrium 2x Long Daily XRP ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
XXXX,"MAX S&P 500 4X Leveraged ETN","",,0.4,STRUCTURED_VEHICLE,"STRUCTURED_VEHICLE"
YANG,"Direxion Daily FTSE China Bear 3X Shares","Technology",0.00,0.4,NON_STANDARD,"NON_STANDARD_INVERSE"
YBTC,"Roundhill Bitcoin Strategy ETF","",,0.35,ALT_ASSET_CRYPTO,"ALT_ASSET_CRYPTO"
YINN,"Direxion Daily FTSE China Bull 3x Shares","Financial Services",34.82,0.4,NON_STANDARD,"NON_STANDARD_LEVERAGED"
YMAG,"YieldMax Magnificent 7 Fund of Option Income ETFs","",,0.3,DATA_MISSING,"OPTIONS_OVERLAY|NO_SECTOR_DATA"
