symbol,currency_base,currency_quote,exchange_used,exchange_normalized,last_close,last_datetime,ret_1d_pct,ret_7d_pct,ret_30d_pct,ret_90d_pct,ret_1y_pct,ret_ytd_pct,ret_6m_pct,vol_7d_annual_pct,vol_30d_annual_pct,sharpe_ratio,var_95_pct,atr14_pct,drawdown_90d_pct,tier1_listed,stale,data_points,coverage_ratio,enough_history_90d,enough_history_1y,return_type,returns_mode,include_today,ret_1y_suspect
"ETC/USD","Ethereum Classic","US Dollar","Binance","binance","8.6400","2026-02-09","0.82","-11.93","-31.48","-46.53","-57.12","-28.36","-63.39","131.06","82.92","-5.05","-7.92","9.25","47.32","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETH/EUR","Ethereum","Euro","Binance","binance","1778.4500","2026-02-09","0.55","-10.53","-32.94","-42.67","-30.26","-30.33","-51.21","158.13","99.22","-4.40","-9.10","10.42","47.39","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETHFI/USD","ether.fi","US Dollar","Binance","binance","0.4530","2026-02-09","-0.88","-9.40","-38.95","-54.47","-59.37","-38.70","-63.11","153.84","107.29","-4.91","-9.31","12.71","55.70","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETH/USD","Ethereum","US Dollar","Binance","binance","2112.3200","2026-02-09","1.08","-10.00","-31.60","-41.05","-19.60","-29.69","-50.42","160.25","99.54","-4.14","-9.43","10.59","46.50","true","false","425","1.000","true","true","simple","calendar","true","false"
"EUL/USD","Euler","US Dollar","Gate.io","gate.io","0.8420","2026-02-09","-2.02","-39.12","-71.13","-85.91","-76.56","-73.15","-93.15","184.23","195.26","-6.61","-23.09","19.86","84.89","false","false","425","1.000","true","true","simple","calendar","true","false"
"EWT/USD","Energy Web Token","US Dollar","Kraken","kraken","0.4660","2026-02-09","0.43","-17.08","-41.46","-49.18","-50.00","-43.92","-70.75","90.41","67.47","-9.02","-8.04","10.81","50.91","true","false","425","1.000","true","true","simple","calendar","true","false"
"FARTCOIN/USDT","Fartcoin","US Dollar","Gate.io","gate.io","0.1943","2026-02-09","-0.10","-13.64","-51.76","-39.83","","-33.16","-82.19","154.17","127.41","-5.46","-12.78","14.89","60.64","false","false","261","1.000","true","false","simple","calendar","true","false"
"FET/USD","Fetch","US Dollar","Binance","binance","0.1617","2026-02-09","-0.55","-12.69","-43.44","-53.68","-78.97","-24.19","-77.48","171.99","104.57","-5.84","-9.28","11.67","55.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"FIL/EUR","Filecoin","Euro","Coinbase Pro","coinbase","0.7900","2026-02-09","0.00","-14.13","-38.28","-67.08","-75.54","-37.30","-64.89","149.14","101.16","-5.18","-10.10","10.31","60.53","true","false","425","1.000","true","true","simple","calendar","true","false"
"FIL/USD","Filecoin","US Dollar","Binance","binance","0.9420","2026-02-09","0.86","-13.02","-36.69","-66.14","-71.55","-36.48","-64.20","150.06","96.98","-5.18","-10.54","10.72","59.81","true","false","425","1.000","true","true","simple","calendar","true","false"
"FINE/USD","Refinable","US Dollar","Gate.io","gate.io","0.0003","2026-02-02","-3.63","-28.58","-36.48","-62.90","-80.73","-35.50","-63.08","470.11","220.86","-1.47","-17.08","64.39","58.93","false","true","425","1.000","true","true","simple","calendar","true","false"
"FITFI/USD","Step App","US Dollar","Huobi","huobi","0.0006","2026-02-09","-1.42","-14.01","-15.86","-22.72","-73.88","25.20","-60.83","99.99","187.26","0.22","-15.31","13.10","43.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"FLOKI/USDT","FLOKI","US Dollar","Binance","binance","0.0000","2026-02-09","-0.10","-12.99","-41.08","-50.97","","-29.91","-74.27","161.92","106.45","-5.25","-11.52","11.00","51.31","true","false","261","1.000","true","false","simple","calendar","true","false"
"FLOW/USD","Flow","US Dollar","Binance","binance","0.0473","2026-02-09","4.32","-9.79","-48.54","-83.15","-90.46","-43.64","-87.77","219.90","129.54","-5.47","-13.89","15.53","85.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"FLUX/USD","Flux","US Dollar","Binance","binance","0.0749","2026-02-09","-3.85","-8.21","-31.60","-60.99","-80.76","-29.14","-68.33","145.22","97.69","-4.05","-8.85","11.11","62.63","true","false","425","1.000","true","true","simple","calendar","true","false"
"FTT/USD","FTX Token","US Dollar","Binance","binance","0.3135","2026-02-09","1.36","-15.52","-37.20","-60.64","-83.99","-33.92","-66.74","162.92","102.01","-5.00","-13.23","13.06","61.89","true","false","425","1.000","true","true","simple","calendar","true","false"
"FUEL/USD","Etherparty","US Dollar","Gate.io","gate.io","0.0014","2026-02-09","-2.03","-17.86","-20.52","-48.81","-92.35","-19.81","-82.32","45.64","85.57","-2.03","-6.74","7.60","54.40","false","false","425","1.000","true","true","simple","calendar","true","false"
"FXS/USD","Frax Share","US Dollar","Binance","binance","0.8120","2026-02-02","0.00","0.00","27.87","-40.12","-60.41","27.27","-71.15","0.00","134.87","2.45","-6.67","0.00","49.92","true","true","425","1.000","true","true","simple","calendar","true","false"
"GALA/USD","Gala","US Dollar","Binance","binance","0.0041","2026-02-09","1.23","-14.17","-42.62","-59.61","-81.12","-34.50","-77.00","160.54","109.66","-5.45","-10.22","11.23","59.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"GAS/USD","Gas","US Dollar","OKEx","okx","1.6110","2026-02-09","-0.31","-14.76","-26.24","-35.46","-58.23","-21.26","-53.65","130.47","106.08","-2.81","-7.31","13.72","34.76","true","false","425","1.000","true","true","simple","calendar","true","false"
"GIGGLE/USDT","Giggle Fund","US Dollar","Binance","binance","30.8900","2026-02-09","-2.77","-15.97","-50.91","","","-54.70","","183.96","125.29","-6.32","-17.80","16.16","67.50","true","false","67","1.000","false","false","simple","calendar","true","false"
"GLMR/USD","Moonbeam","US Dollar","Binance","binance","0.0138","2026-02-09","-0.72","-17.37","-43.21","-62.40","-89.11","-41.77","-81.89","134.69","105.38","-5.83","-8.62","11.28","63.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"GMTn/USD","STEPN","US Dollar","Binance","binance","0.0122","2026-02-09","-0.49","-13.38","-35.68","-49.08","-82.46","-20.42","-74.61","141.72","101.58","-6.51","-11.64","10.57","49.23","true","false","425","1.000","true","true","simple","calendar","true","false"
"GMX/USD","GMX","US Dollar","Crypto.com Exchange","crypto.comexchange","6.2050","2026-02-09","0.26","-2.93","-24.21","-38.98","-73.01","-21.31","-68.67","122.33","97.95","-2.65","-10.96","8.44","40.90","false","false","425","1.000","true","true","simple","calendar","true","false"
"GMX/USD","GoldMaxCoin","US Dollar","Binance","binance","6.2700","2026-02-09","0.97","-2.49","-23.44","-38.59","-72.79","-20.83","-68.08","116.30","93.97","-2.71","-10.14","9.63","40.96","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNO/EUR","Gnosis","Euro","Kraken","kraken","110.4400","2026-02-09","4.52","10.94","-5.60","1.36","-32.38","0.19","-7.26","177.76","107.26","-0.28","-10.36","9.32","35.44","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNO/USD","Gnosis","US Dollar","Binance","binance","127.8100","2026-02-09","1.96","9.30","-7.26","1.47","-27.01","-2.31","-7.97","162.95","95.88","-0.56","-8.79","8.65","33.66","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNS/USD","Gains Network","US Dollar","Binance","binance","0.8900","2026-02-09","-0.22","-2.73","-17.44","-41.02","-40.55","-22.54","-58.60","97.02","71.93","-2.91","-6.59","6.77","46.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNT/USD","Golem","US Dollar","Huobi","huobi","0.1905","2026-02-09","-0.78","-9.76","-33.55","-9.84","-23.95","-16.48","-27.04","172.30","118.48","-3.88","-11.72","9.40","47.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"GRIN/USD","Grin","US Dollar","Gate.io","gate.io","0.0321","2026-02-09","0.34","-15.63","-10.01","-20.26","51.39","-8.49","-36.54","107.92","102.10","-0.49","-8.78","13.04","32.09","false","false","425","1.000","true","true","simple","calendar","true","false"
"GRT/EUR","The Graph","Euro","Binance","binance","0.0229","2026-02-09","-2.05","-11.33","-37.18","-60.57","-82.16","-25.24","-73.15","177.64","103.29","-4.70","-8.42","10.63","61.38","true","false","425","1.000","true","true","simple","calendar","true","false"
"GRT/USD","The Graph","US Dollar","Binance","binance","0.0272","2026-02-09","-1.24","-10.80","-36.03","-59.14","-79.47","-24.58","-72.85","171.27","101.76","-4.58","-8.56","10.88","60.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"GST/USD","Green Satoshi Token (SOL)","US Dollar","Coinbase Pro","coinbase","0.0015","2026-02-09","-1.34","-4.74","-25.05","-54.09","-90.44","-15.46","-76.31","101.45","100.67","-3.41","-9.71","8.45","55.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"GT/USD","GateToken","US Dollar","Huobi","huobi","6.9937","2026-02-09","-1.11","-16.33","-31.88","-43.16","-66.73","-32.60","-58.62","133.67","75.23","-5.80","-7.86","10.20","44.15","true","false","425","1.000","true","true","simple","calendar","true","false"
"HBAR/USD","Hedera Hashgraph","US Dollar","Binance","binance","0.0927","2026-02-09","1.56","-0.60","-22.99","-47.53","-59.54","-18.94","-65.17","167.16","96.71","-2.57","-5.98","9.48","55.10","true","false","425","1.000","true","true","simple","calendar","true","false"
"HEROm/USD","Metahero","US Dollar","Gate.io","gate.io","0.0005","2026-02-09","-0.67","-17.75","-31.10","-39.00","-58.22","-27.78","-56.66","113.92","74.61","-5.68","-10.43","8.97","38.08","false","false","425","1.000","true","true","simple","calendar","true","false"
"HMSTR/USDT","Hamster Kombat","US Dollar","Binance","binance","0.0002","2026-02-09","3.65","-6.92","-28.49","-46.44","","-19.91","-77.75","133.64","159.84","-2.18","-12.55","12.03","44.73","true","false","247","1.000","true","false","simple","calendar","true","false"
"HNT/USD","Helium","US Dollar","Gate.io","gate.io","0.8284","2026-02-09","0.85","-14.78","-41.21","-65.83","-75.88","-45.57","-73.29","178.72","97.89","-6.01","-8.07","11.68","68.64","false","false","425","1.000","true","true","simple","calendar","true","false"
"HOT/USD","Holo","US Dollar","Binance","binance","0.0004","2026-02-09","1.78","-4.75","-24.91","-38.96","-74.94","-20.44","-61.85","136.77","82.18","-3.87","-6.21","8.94","41.65","true","false","425","1.000","true","true","simple","calendar","true","false"
"HTR/USD","Hathor","US Dollar","KuCoin","kucoin","0.0070","2026-02-09","4.35","-0.29","-36.55","-69.14","-82.02","-41.95","-57.04","140.64","171.57","-1.79","-9.50","15.08","79.02","true","false","425","1.000","true","true","simple","calendar","true","false"
"HT/USD","Huobi Token","US Dollar","Gate.io","gate.io","0.1802","2026-02-09","4.46","3.21","-16.96","-39.47","-77.88","-12.86","-35.94","51.87","53.54","-3.43","-4.50","4.76","40.62","false","false","425","1.000","true","true","simple","calendar","true","false"
"ICP/USD","Internet Computer","US Dollar","Binance","binance","2.4300","2026-02-09","-0.08","-10.03","-24.11","-67.85","-65.04","-19.05","-57.41","146.62","140.24","-1.72","-9.11","10.73","64.95","true","false","425","1.000","true","true","simple","calendar","true","false"
"ICX/USD","ICON","US Dollar","Binance","binance","0.0411","2026-02-09","3.53","-10.65","-30.92","-50.24","-67.56","-25.68","-70.13","159.37","93.37","-4.17","-7.82","12.41","53.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"ILV/USD","Illuvium","US Dollar","Binance","binance","3.9400","2026-02-09","-1.01","-10.45","-34.00","-63.07","-81.85","-34.00","-78.94","164.69","118.34","-3.56","-11.34","11.13","61.39","true","false","425","1.000","true","true","simple","calendar","true","false"
"INJ/USD","Injective Protocol","US Dollar","Binance","binance","3.1660","2026-02-09","-0.81","-13.45","-39.03","-58.34","-76.92","-30.22","-78.21","140.84","104.48","-5.23","-9.50","11.27","58.77","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOST/USD","IOST","US Dollar","Binance","binance","0.0012","2026-02-09","1.39","-12.46","-27.76","-43.28","-74.98","-33.80","-67.66","144.57","86.59","-4.08","-6.41","10.19","54.20","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOTA/USD","IOTA","US Dollar","OKEx","okx","0.0696","2026-02-09","0.58","-6.68","-33.70","-50.77","-68.50","-17.99","-66.29","148.79","97.15","-4.22","-7.41","9.67","51.99","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOT/USD","IOTA","US Dollar","Binance","binance","0.0691","2026-02-09","-0.14","-7.37","-34.19","-51.10","-68.75","-18.61","-66.51","143.81","95.80","-4.38","-7.66","10.03","51.90","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOTX/USD","IoTeX","US Dollar","Binance","binance","0.0058","2026-02-09","-0.85","-11.26","-32.52","-47.14","-71.05","-26.11","-81.01","144.19","92.01","-5.51","-8.66","9.24","48.02","true","false","425","1.000","true","true","simple","calendar","true","false"
"JASMY/USD","JasmyCoin","US Dollar","Coinbase Pro","coinbase","0.0056","2026-02-09","3.50","-7.11","-38.04","-44.41","-75.30","-4.91","-66.04","179.92","109.38","-4.28","-9.10","11.02","48.49","true","false","425","1.000","true","true","simple","calendar","true","false"
"JOE/USD","JOE","US Dollar","Binance","binance","0.0381","2026-02-09","-1.55","-12.81","-42.27","-65.01","-82.58","-42.53","-77.39","165.65","98.85","-6.15","-6.90","10.33","63.96","true","false","425","1.000","true","true","simple","calendar","true","false"
"KAVA/EUR","Kava.io","Euro","Kraken","kraken","0.0471","2026-02-09","-1.67","-14.05","-36.44","-65.65","-89.83","-29.39","-86.16","138.27","100.03","-4.95","-11.02","10.45","66.54","true","false","425","1.000","true","true","simple","calendar","true","false"
"KAVA/USD","Kava","US Dollar","Binance","binance","0.0560","2026-02-09","-1.41","-13.31","-34.81","-64.31","-88.26","-28.66","-85.93","141.15","99.25","-4.75","-10.34","11.33","66.37","true","false","425","1.000","true","true","simple","calendar","true","false"
"KEEP/USD","Keep Network","US Dollar","Kraken","kraken","0.0330","2026-02-09","-2.71","-4.38","-27.77","-45.99","-65.75","-17.02","-61.48","264.07","188.21","-1.24","-16.94","20.06","44.42","true","false","425","1.000","true","true","simple","calendar","true","false"
"KNC/USD","Kyber Network Crystal v2","US Dollar","Binance","binance","0.1475","2026-02-09","0.34","-17.64","-38.26","-53.19","-64.75","-37.82","-67.67","139.94","85.95","-6.40","-10.25","9.75","50.67","true","false","425","1.000","true","true","simple","calendar","true","false"
"KP3R/USD","Keep3rV1","US Dollar","Gate.io","gate.io","1.7140","2026-02-04","-0.46","-38.10","-42.17","-42.09","-91.68","-39.03","-68.46","111.08","91.73","-6.72","-14.26","25.35","54.07","false","true","425","1.000","true","true","simple","calendar","true","false"
"KSM/EUR","Kusama","Euro","Kraken","kraken","3.7300","2026-02-09","1.36","-20.47","-43.23","-64.74","-79.83","-41.99","-72.18","156.21","111.69","-5.81","-9.50","11.37","62.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"KSM/USD","Kusama","US Dollar","Binance","binance","4.4500","2026-02-09","1.83","-19.24","-41.98","-63.52","-76.65","-41.22","-71.60","154.24","109.76","-5.66","-9.66","11.65","62.00","true","false","425","1.000","true","true","simple","calendar","true","false"
"LAZIO/USD","S.S. Lazio Fan Token","US Dollar","Binance","binance","0.8110","2026-02-09","-5.04","-15.34","-22.17","-12.51","-26.94","-20.96","-13.54","117.05","74.35","-4.16","-6.62","8.72","30.74","true","false","425","1.000","true","true","simple","calendar","true","false"
"LDO/USD","Lido DAO","US Dollar","Binance","binance","0.3563","2026-02-09","1.14","-15.63","-44.23","-57.66","-76.25","-41.37","-73.11","184.30","109.57","-5.76","-10.03","11.38","59.38","true","false","425","1.000","true","true","simple","calendar","true","false"
"LEOu/USD","UNUS SED LEO","US Dollar","Bitfinex","bitfinex","8.4921","2026-02-09","1.10","-0.89","-6.12","-7.94","-14.21","-11.42","-5.96","231.26","110.95","-0.15","-4.82","8.10","31.62","false","false","425","1.000","true","true","simple","calendar","true","false"
"LINK/EUR","Chainlink","Euro","Binance","binance","7.4700","2026-02-09","0.00","-10.22","-33.72","-45.87","-57.94","-30.32","-60.18","150.36","92.62","-4.96","-7.05","9.73","48.74","true","false","425","1.000","true","true","simple","calendar","true","false"
"LINK/USD","Chainlink","US Dollar","Binance","binance","8.8600","2026-02-09","0.34","-9.68","-32.57","-44.38","-51.48","-29.68","-59.62","148.39","90.72","-4.82","-7.41","10.09","47.72","true","false","425","1.000","true","true","simple","calendar","true","false"
"LPT/USD","Livepeer","US Dollar","Binance","binance","2.4330","2026-02-09","1.67","-7.95","-22.29","-54.56","-69.10","-19.38","-64.91","132.18","152.32","-1.68","-13.44","10.19","55.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"LRC/EUR","Loopring","Euro","Kraken","kraken","0.0335","2026-02-09","1.58","-4.12","-26.28","-41.59","-72.99","-22.52","-56.76","155.27","99.13","-3.19","-8.79","8.28","48.30","true","false","425","1.000","true","true","simple","calendar","true","false"
"LRC/USD","Loopring","US Dollar","Binance","binance","0.0399","2026-02-09","2.31","-3.16","-24.29","-39.08","-68.75","-21.76","-56.06","158.04","93.98","-2.98","-8.87","9.38","48.14","true","false","425","1.000","true","true","simple","calendar","true","false"
"LSK/USD","Lisk","US Dollar","Binance","binance","0.1370","2026-02-09","-0.72","-8.05","-34.13","-33.17","-81.08","-29.74","-68.58","165.20","104.54","-4.16","-9.26","12.36","57.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"LTC/EUR","Litecoin","Euro","BitStamp","bitstamp","45.8800","2026-02-09","-0.54","-9.76","-34.46","-51.96","-55.88","-32.53","-55.38","123.58","78.51","-6.09","-8.79","9.14","50.86","true","false","425","1.000","true","true","simple","calendar","true","false"
"LTC/USD","Litecoin","US Dollar","Binance","binance","54.5700","2026-02-09","0.07","-9.08","-33.03","-50.53","-49.10","-31.76","-54.59","123.92","77.48","-5.84","-9.07","8.88","50.06","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUMIA/USD","Lumia","US Dollar","Binance","binance","0.0649","2026-02-09","0.15","-18.06","-50.08","-61.82","-88.73","-48.08","-81.40","136.64","101.69","-7.74","-9.01","10.95","59.43","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUNAt/USD","Terra","US Dollar","Binance","binance","0.0621","2026-02-09","-0.64","-8.54","-31.98","-31.23","-75.43","-34.29","-62.88","126.93","90.84","-4.61","-12.02","10.41","70.56","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUNC/USD","Terra Classic","US Dollar","Huobi","huobi","0.0000","2026-02-09","1.35","-5.50","-17.99","-7.27","-45.93","-12.80","-43.33","107.47","92.19","-2.73","-9.16","8.84","47.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANA/EUR","Decentraland","Euro","Coinbase Pro","coinbase","0.0850","2026-02-09","-2.30","-11.46","-31.45","-58.13","-72.49","-21.30","-68.28","171.84","123.56","-3.27","-9.09","11.09","59.47","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANA/USD","Decentraland","US Dollar","Binance","binance","0.1018","2026-02-09","0.20","-10.70","-29.55","-56.42","-67.83","-20.78","-67.42","167.70","123.46","-2.95","-9.65","11.10","58.63","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANTA/USD","Manta Network","US Dollar","Binance","binance","0.0685","2026-02-09","-1.30","-7.06","-13.84","-38.68","-82.61","-13.29","-71.34","172.23","150.55","-0.47","-12.33","15.33","54.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"MASK/USD","Mask Network","US Dollar","Binance","binance","0.4650","2026-02-09","0.87","-13.08","-30.49","-43.98","-79.21","-25.96","-65.88","155.15","102.80","-3.61","-9.90","10.58","44.10","true","false","425","1.000","true","true","simple","calendar","true","false"
"MBOX/USD","MOBOX","US Dollar","Binance","binance","0.0208","2026-02-09","0.97","-12.97","-36.78","-54.68","-81.94","-34.38","-66.07","131.89","83.18","-6.44","-9.13","9.31","53.86","true","false","425","1.000","true","true","simple","calendar","true","false"
"MDT/USD","Measurable Data Token","US Dollar","Gate.io","gate.io","0.0111","2026-02-09","0.57","-6.05","-18.00","-35.56","-71.67","-18.43","-59.03","117.58","68.44","-3.18","-4.54","9.42","43.11","false","false","425","1.000","true","true","simple","calendar","true","false"
"MED/USD","Medibloc","US Dollar","Gate.io","gate.io","0.0023","2026-02-09","-4.23","-9.26","-30.11","-33.41","-71.96","-4.86","-60.09","127.53","92.57","-3.53","-6.78","12.39","39.67","false","false","425","1.000","true","true","simple","calendar","true","false"
"MERL/USD","Merlin Chain","US Dollar","OKX","okx","0.0496","2026-02-09","-2.94","-2.80","-80.50","-86.39","-42.33","-82.67","-57.34","219.23","195.20","-8.98","-18.70","22.63","91.25","true","false","425","1.000","true","true","simple","calendar","true","false"
"METIS/USD","MetisDAO","US Dollar","Gate.io","gate.io","3.7770","2026-02-09","3.22","-2.00","-24.55","-63.89","-83.43","-26.20","-80.34","201.69","136.32","-1.77","-11.96","13.25","65.45","false","false","425","1.000","true","true","simple","calendar","true","false"
"MINA/USD","Mina","US Dollar","Binance","binance","0.0644","2026-02-09","-1.23","-12.62","-24.50","-59.03","-81.63","-18.69","-68.21","155.58","120.69","-2.20","-11.81","12.26","59.93","true","false","425","1.000","true","true","simple","calendar","true","false"
"MNT/USD","Mantle","US Dollar","Bybit","bybit","0.6468","2026-02-09","0.76","-10.38","-32.97","-51.58","428.71","-33.59","-39.20","120.55","86.49","-5.38","-8.54","10.45","54.70","true","false","425","1.000","true","true","simple","calendar","true","false"
"MOBI/USD","Mobius","US Dollar","Gate.io","gate.io","0.0018","2026-02-09","-0.11","2.70","-16.40","-52.36","-52.01","-16.82","-60.61","111.69","105.42","-2.01","-10.12","16.18","60.91","false","false","425","1.000","true","true","simple","calendar","true","false"
"MODE/USD","Mode","US Dollar","Gate.io","gate.io","0.0002","2026-02-09","-8.06","-28.26","-45.92","-72.86","-97.49","-54.09","-90.01","70.12","114.26","-5.85","-10.08","60.25","79.06","false","false","425","1.000","true","true","simple","calendar","true","false"
"MOG/USDT","Mog Coin","US Dollar","Bybit","bybit","0.0000","2026-02-09","-0.70","-11.73","-45.69","-55.36","","-31.06","-88.80","187.46","129.34","-5.56","-11.41","12.99","61.85","true","false","247","1.000","true","false","simple","calendar","true","false"
"MOVR/USD","Moonriver","US Dollar","Kucoin","kucoin","1.5091","2026-02-09","0.92","-17.26","-44.01","-59.73","-78.88","-41.58","-77.81","136.15","93.75","-6.88","-14.09","11.47","59.57","true","false","425","1.000","true","true","simple","calendar","true","false"
"MTL/USD","Metal","US Dollar","Binance","binance","0.2770","2026-02-09","1.09","-12.89","-31.09","-40.69","-69.83","-25.14","-64.44","147.99","92.39","-4.34","-7.46","11.01","44.52","true","false","425","1.000","true","true","simple","calendar","true","false"
"NANO/EUR","Nano","Euro","Kraken","kraken","0.4917","2026-02-09","-0.16","-9.06","-19.44","-48.83","-58.69","-20.68","-43.03","57.72","54.43","-5.27","-6.59","6.84","57.51","true","false","425","1.000","true","true","simple","calendar","true","false"
"NEAR/USD","NEAR Protocol","US Dollar","Binance","binance","1.0370","2026-02-09","-0.10","-13.58","-39.11","-66.28","-67.37","-36.26","-63.37","151.56","98.38","-5.52","-8.84","11.07","61.50","true","false","425","1.000","true","true","simple","calendar","true","false"
"NEO/USD","NEO","US Dollar","Binance","binance","2.7080","2026-02-09","-0.73","-17.36","-31.30","-50.10","-74.16","-25.54","-58.84","127.39","87.80","-4.74","-8.97","9.98","46.35","true","false","425","1.000","true","true","simple","calendar","true","false"
"NFT/USD","APENFT","US Dollar","Huobi","huobi","0.0000","2026-02-09","-3.03","-5.88","-13.51","-20.00","-27.27","-8.57","-31.91","42.50","35.13","-4.90","-3.03","6.03","21.95","true","false","425","1.000","true","true","simple","calendar","true","false"
"NKN/USD","NKN","US Dollar","Binance","binance","0.0104","2026-02-09","100.00","19.54","-22.96","-41.24","-83.33","-17.46","-65.10","788.15","372.49","0.35","-12.12","18.82","68.10","true","false","425","1.000","true","true","simple","calendar","true","false"
"NOT/USDT","Notcoin","US Dollar","Binance","binance","0.0004","2026-02-09","-0.25","-11.75","-33.00","-47.77","","-30.18","-82.73","140.39","135.38","-2.86","-12.08","12.19","47.29","true","false","247","1.000","true","false","simple","calendar","true","false"
"NPC/USDT","Non-Playable Coin","US Dollar","Gate.io","gate.io","0.0081","2026-02-09","-2.28","15.15","-35.05","","","-17.42","","183.73","141.18","-2.85","-10.92","12.44","56.91","false","false","67","1.000","false","false","simple","calendar","true","false"
"OGN/USD","Origin Protocol","US Dollar","Binance","binance","0.0220","2026-02-09","-0.27","-11.31","-29.65","-49.54","-70.97","-28.27","-65.49","153.23","98.65","-3.92","-8.66","10.20","49.93","true","false","425","1.000","true","true","simple","calendar","true","false"
"OKB/USD","OKB","US Dollar","OKEx","okx","76.2000","2026-02-09","0.43","-14.39","-31.11","-39.66","60.42","-30.86","61.85","155.59","88.31","-4.61","-10.79","9.86","45.28","true","false","425","1.000","true","true","simple","calendar","true","false"
"OMG/EUR","OMG Network","Euro","Kraken","kraken","0.0493","2026-02-09","-1.90","-12.10","-29.01","-52.97","-79.67","-27.40","-68.64","59.11","61.70","-7.20","-6.55","6.99","47.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"OMNI/USD","Omni","US Dollar","Bitfinex","bitfinex","1.1310","2026-02-09","0.00","0.00","-16.84","-13.66","-17.45","0.44","-42.71","0.00","133.51","-0.98","-10.01","6.63","29.62","false","false","425","1.000","true","true","simple","calendar","true","false"
"ONDO/USD","Ondo","US Dollar","Bybit","bybit","0.2516","2026-02-09","-2.37","-11.47","-37.49","-62.53","-81.04","-34.99","-75.74","175.80","106.93","-4.71","-9.04","12.10","64.70","true","false","425","1.000","true","true","simple","calendar","true","false"
"ONE/USD","Harmony","US Dollar","Binance","binance","0.0026","2026-02-09","0.00","-14.43","-36.88","-56.19","-82.46","-34.28","-77.75","133.76","104.04","-4.68","-9.40","11.54","53.66","true","false","425","1.000","true","true","simple","calendar","true","false"
"ONT/USD","Ontology","US Dollar","Huobi","huobi","0.0458","2026-02-09","0.88","-12.93","-29.10","-47.24","-75.82","-29.32","-68.54","152.80","94.98","-3.71","-9.55","11.23","49.41","true","false","425","1.000","true","true","simple","calendar","true","false"
"OP/USD","Operand","US Dollar","Coinbase Pro","coinbase","0.1900","2026-02-09","0.00","-17.39","-39.68","-55.61","-82.37","-35.81","-76.57","157.05","121.35","-4.55","-10.69","12.37","54.39","true","false","425","1.000","true","true","simple","calendar","true","false"
"ORDI/USD","ORDI","US Dollar","Binance","binance","2.8020","2026-02-09","-0.28","-9.58","-38.17","-46.21","-77.05","-37.95","-73.30","197.79","162.04","-2.82","-15.45","12.51","54.55","true","false","425","1.000","true","true","simple","calendar","true","false"
"OSMO/USD","Osmosis","US Dollar","Binance","binance","0.0380","2026-02-09","-1.55","-10.38","-33.91","-64.39","-87.11","-25.49","-79.80","122.71","105.48","-4.27","-8.76","8.68","64.82","true","false","425","1.000","true","true","simple","calendar","true","false"
"OXT/EUR","Orchid","Euro","Kraken","kraken","0.0150","2026-02-09","0.74","-11.22","-30.03","-48.60","-83.84","-24.85","-69.33","131.87","87.05","-4.78","-7.46","7.35","49.38","true","false","425","1.000","true","true","simple","calendar","true","false"
"OXT/USD","Orchid","US Dollar","Coinbase Pro","coinbase","0.0178","2026-02-09","1.14","-10.10","-28.80","-46.71","-81.28","-27.64","-68.38","156.70","91.19","-4.03","-6.88","8.75","49.06","true","false","425","1.000","true","true","simple","calendar","true","false"
"PAXG/USD","PAX Gold","US Dollar","Binance","binance","5074.0200","2026-02-09","0.61","5.83","12.54","26.70","74.91","16.30","49.96","70.16","58.79","2.64","-6.55","5.59","15.24","true","false","425","1.000","true","true","simple","calendar","true","false"
