symbol,currency_base,currency_quote,exchange_used,exchange_normalized,last_close,last_datetime,ret_1d_pct,ret_7d_pct,ret_30d_pct,ret_90d_pct,ret_1y_pct,ret_ytd_pct,ret_6m_pct,vol_7d_annual_pct,vol_30d_annual_pct,sharpe_ratio,var_95_pct,atr14_pct,drawdown_90d_pct,tier1_listed,stale,data_points,coverage_ratio,enough_history_90d,enough_history_1y,return_type,returns_mode,include_today,ret_1y_suspect
"pDOTn/EUR","Polkadot","Euro","Binance","binance","1.1140","2026-02-09","-1.76","-14.77","-37.77","-60.21","-75.91","-34.43","-68.52","138.19","95.67","-5.59","-8.21","9.94","58.19","true","false","425","1.000","true","true","simple","calendar","true","false"
"pDOTn/USD","Polkadot","US Dollar","Binance","binance","1.3270","2026-02-09","-0.75","-14.00","-36.29","-58.94","-72.13","-33.62","-67.93","135.36","94.19","-5.40","-8.46","10.42","57.36","true","false","425","1.000","true","true","simple","calendar","true","false"
"PENDLE/USD","Pendle","US Dollar","Binance","binance","1.1450","2026-02-09","-1.80","-26.93","-45.27","-59.14","-64.01","-43.65","-79.81","172.78","117.72","-5.45","-8.94","15.22","58.64","true","false","425","1.000","true","true","simple","calendar","true","false"
"PENGU/USDT","Pudgy Penguins","US Dollar","Binance","binance","0.0064","2026-02-09","-1.11","-17.98","-47.08","-58.08","","-32.46","-83.42","171.16","123.86","-5.42","-12.12","13.67","58.26","true","false","247","1.000","true","false","simple","calendar","true","false"
"PEOPLE/USD","ConstitutionDAO","US Dollar","Binance","binance","0.0066","2026-02-09","0.30","-14.38","-36.99","-47.29","-66.36","-35.58","-68.31","159.89","117.48","-4.00","-10.78","11.14","45.84","true","false","425","1.000","true","true","simple","calendar","true","false"
"PEPE/USD","Pepe","US Dollar","Binance","binance","0.0000","2026-02-09","1.32","-9.67","-37.42","-36.80","-59.85","-22.15","-69.11","183.47","118.24","-3.92","-10.56","11.04","52.23","true","false","425","1.000","true","true","simple","calendar","true","false"
"PI/USDT","Pi","US Dollar","OKX","okx","0.1424","2026-02-09","-1.52","-11.22","-31.90","-37.21","","-30.50","-67.31","73.08","53.53","-8.41","-5.07","8.20","47.65","true","false","261","1.000","true","false","simple","calendar","true","false"
"Pluton/USD","Pluton","US Dollar","Kraken","kraken","0.1346","2026-02-09","4.19","-10.46","-5.12","-48.22","-88.87","2.14","-78.28","130.03","127.50","0.27","-7.92","15.99","50.83","true","false","425","1.000","true","true","simple","calendar","true","false"
"POLIS/USD","Star Atlas DAO","US Dollar","Gate.io","gate.io","0.0177","2026-02-09","-2.75","-10.88","-38.73","-59.41","-82.83","-31.19","-78.87","212.16","125.99","-3.78","-10.67","15.86","66.25","false","false","425","1.000","true","true","simple","calendar","true","false"
"POL/USD","POL","US Dollar","Binance","binance","0.0946","2026-02-09","-0.84","-17.09","-39.28","-47.50","-68.85","-11.01","-61.84","127.52","91.09","-7.89","-8.04","11.42","48.34","true","false","425","1.000","true","true","simple","calendar","true","false"
"POND/USD","Marlin","US Dollar","Binance","binance","0.0027","2026-02-09","2.26","-6.87","-31.74","-51.52","-79.01","-29.97","-66.79","119.66","69.56","-6.28","-5.88","8.28","53.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"PORTO/USD","FC Porto Fan Token","US Dollar","Binance","binance","0.9190","2026-02-09","-7.08","-16.23","-15.84","-13.14","-24.11","-14.83","-4.57","131.84","85.62","-2.20","-7.08","11.22","24.49","true","false","425","1.000","true","true","simple","calendar","true","false"
"POWR/USD","Power Ledger","US Dollar","Gate.io","gate.io","0.0679","2026-02-09","0.44","-10.31","-29.21","-36.69","-68.16","-20.35","-61.22","160.27","90.92","-4.05","-6.54","10.05","42.17","false","false","425","1.000","true","true","simple","calendar","true","false"
"PUMP/USDT","Pump.fun","US Dollar","Binance","binance","0.0020","2026-02-09","-2.92","-15.68","-13.74","","","-3.89","","139.28","148.49","-0.29","-9.83","15.81","46.92","true","false","72","1.000","false","false","simple","calendar","true","false"
"PYR/USD","Vulcan Forged PYR","US Dollar","Binance","binance","0.3430","2026-02-09","-11.37","-4.72","-29.13","-60.16","-82.24","-27.64","-71.95","218.12","118.49","-2.89","-11.37","12.97","60.77","true","false","425","1.000","true","true","simple","calendar","true","false"
"PYTH/USD","Pyth Network","US Dollar","Binance","binance","0.0461","2026-02-09","0.66","-11.52","-31.40","-56.30","-76.37","-25.65","-64.29","210.53","127.04","-2.98","-11.76","13.99","59.70","true","false","425","1.000","true","true","simple","calendar","true","false"
"QKC/USD","QuarkChain","US Dollar","Gate.io","gate.io","0.0032","2026-02-09","0.92","-17.48","-28.37","-37.21","-63.13","-21.80","-57.30","133.00","81.01","-4.48","-6.12","15.48","41.15","false","false","425","1.000","true","true","simple","calendar","true","false"
"QNT/USD","Quant","US Dollar","Binance","binance","69.9400","2026-02-09","6.21","2.52","-6.93","-16.34","-19.61","-7.58","-39.09","174.81","115.10","-0.10","-7.06","9.23","44.23","true","false","425","1.000","true","true","simple","calendar","true","false"
"QSP/USD","Quantstamp","US Dollar","Gate.io","gate.io","0.0012","2026-02-09","8.09","19.13","18.38","-33.35","3.53","31.81","71.71","200.22","189.73","2.22","-16.03","11.54","60.25","false","false","425","1.000","true","true","simple","calendar","true","false"
"QTUM/EUR","Qtum","Euro","Kraken","kraken","0.7667","2026-02-09","-1.48","-18.16","-40.33","-53.63","-71.51","-32.20","-59.63","107.19","88.23","-6.60","-8.09","8.88","52.61","true","false","425","1.000","true","true","simple","calendar","true","false"
"QTUM/USD","Qtum","US Dollar","Binance","binance","0.9320","2026-02-09","0.76","-15.58","-37.53","-51.63","-66.52","-30.34","-57.98","148.54","96.95","-5.36","-8.59","10.49","52.83","true","false","425","1.000","true","true","simple","calendar","true","false"
"QUICK/USD","QuickSwap","US Dollar","Binance","binance","0.0091","2026-02-09","2.95","-3.40","-32.79","-49.78","-64.39","-19.15","-62.89","118.78","79.86","-5.69","-7.57","8.65","52.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"RACA/USD","Radio Caca","US Dollar","Gate.io","gate.io","0.0000","2026-02-09","0.11","-3.09","-27.81","-55.50","-83.78","-24.04","-70.09","72.25","59.85","-7.27","-7.33","8.85","56.53","false","false","425","1.000","true","true","simple","calendar","true","false"
"RAD/USD","Radicle","US Dollar","Binance","binance","0.2310","2026-02-09","-3.75","-10.12","-26.20","-46.65","-73.20","-26.20","-64.19","106.68","109.61","-2.57","-8.47","14.53","46.21","true","false","425","1.000","true","true","simple","calendar","true","false"
"RARI/USD","RARI","US Dollar","Coinbase Pro","coinbase","0.1800","2026-02-09","4.05","3.57","-28.37","-66.85","-88.89","-27.36","-82.34","172.17","90.69","-4.60","-6.48","14.33","72.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"RAY/USD","Raydium","US Dollar","Binance","binance","0.6050","2026-02-09","-0.82","-15.50","-47.93","-59.69","-87.19","-38.14","-80.01","129.11","109.04","-6.71","-12.02","15.25","62.46","true","false","425","1.000","true","true","simple","calendar","true","false"
"RDNT/USD","Radiant Capital","US Dollar","Binance","binance","0.0059","2026-02-09","-2.95","-18.54","-42.03","-60.17","-80.87","-44.99","-75.07","120.94","80.13","-7.76","-7.80","10.53","56.80","true","false","425","1.000","true","true","simple","calendar","true","false"
"RENDER/USD","Render Token","US Dollar","Binance","binance","1.3570","2026-02-09","0.59","-14.60","-42.26","-43.60","-68.02","-1.88","-65.86","173.78","121.27","-4.60","-10.83","13.95","51.49","true","false","425","1.000","true","true","simple","calendar","true","false"
"REP/EUR","Augur","Euro","Kraken","kraken","0.6800","2026-02-09","-5.56","-16.67","-8.23","-54.12","-16.05","-15.00","-14.68","89.07","140.77","-1.77","-11.76","10.44","52.48","true","false","425","1.000","true","true","simple","calendar","true","false"
"REQ/USD","Request","US Dollar","Gate.io","gate.io","0.0798","2026-02-09","-3.84","-17.27","-25.06","-40.00","-14.87","-24.29","-48.49","102.68","60.78","-5.24","-5.30","6.64","37.04","false","false","425","1.000","true","true","simple","calendar","true","false"
"RFR/USD","Refereum","US Dollar","Gate.io","gate.io","0.0000","2026-02-09","1.06","-7.40","10.39","34.44","0.23","106.67","-6.13","110.86","158.24","2.56","-11.15","14.18","45.85","false","false","425","1.000","true","true","simple","calendar","true","false"
"RIF/USD","Rootstock Infrastructure Framework","US Dollar","Binance","binance","0.0392","2026-02-09","5.95","-7.11","5.38","-10.91","-30.12","10.42","-32.30","165.64","105.89","1.38","-8.87","10.81","32.94","true","false","425","1.000","true","true","simple","calendar","true","false"
"RLC/USD","iExec RLC","US Dollar","Gate.io","gate.io","0.4468","2026-02-09","0.56","-13.11","-36.27","-49.58","-66.68","-31.69","-57.19","162.21","95.98","-5.09","-9.09","9.80","49.00","false","false","425","1.000","true","true","simple","calendar","true","false"
"RON/USD","Ronin","US Dollar","Binance","binance","0.0975","2026-02-09","3.28","-9.72","-30.16","-67.87","-91.01","-29.65","-82.98","161.04","139.46","-2.30","-12.28","12.25","68.59","true","false","425","1.000","true","true","simple","calendar","true","false"
"ROSE/USD","Oasis Network","US Dollar","Binance","binance","0.0135","2026-02-09","-6.49","-19.63","13.29","-40.39","-68.60","21.74","-54.73","176.23","245.17","1.71","-14.53","19.69","50.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"RPL/USD","Rocket Pool","US Dollar","Binance","binance","1.5600","2026-02-09","0.65","-11.86","-26.07","-53.98","-80.62","-23.53","-82.86","136.63","97.26","-3.07","-8.07","10.26","54.85","true","false","425","1.000","true","true","simple","calendar","true","false"
"RSR/USD","Reserve Rights","US Dollar","Binance","binance","0.0016","2026-02-09","-0.37","-17.20","-41.68","-65.22","-81.13","-38.06","-81.59","143.32","115.81","-4.64","-8.61","11.93","63.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"RUNE/USD","THORChain","US Dollar","Binance","binance","0.4130","2026-02-09","-0.96","-11.75","-29.16","-49.88","-67.07","-27.54","-71.12","136.02","88.54","-3.99","-7.75","8.79","50.91","true","false","425","1.000","true","true","simple","calendar","true","false"
"RVN/USD","Ravencoin","US Dollar","Binance","binance","0.0058","2026-02-09","-0.51","-9.09","-24.58","-45.95","-58.95","-23.18","-60.08","123.00","98.53","-2.88","-9.93","10.92","43.81","true","false","425","1.000","true","true","simple","calendar","true","false"
"SAFE/USD","Safe","US Dollar","Bybit","bybit","0.1016","2026-02-09","0.30","-16.86","-37.44","-52.23","34.14","-30.08","-78.61","138.70","150.25","-3.06","-11.58","11.92","53.84","true","false","425","1.000","true","true","simple","calendar","true","false"
"SAND/EUR","The Sandbox","Euro","BitStamp","bitstamp","0.0702","2026-02-09","-5.30","-22.00","-30.93","-63.04","-80.53","-28.87","-72.84","150.09","146.51","-2.47","-13.45","10.00","59.83","true","false","425","1.000","true","true","simple","calendar","true","false"
"SAND/USD","The Sandbox","US Dollar","Binance","binance","0.0873","2026-02-09","1.99","-14.75","-26.70","-57.66","-76.80","-25.38","-70.90","168.37","149.55","-1.82","-12.58","12.23","59.72","true","false","425","1.000","true","true","simple","calendar","true","false"
"SANTOS/USD","Santos FC Fan Token","US Dollar","Binance","binance","1.8990","2026-02-09","-2.42","-8.79","2.15","40.67","-22.58","7.78","-29.80","87.22","110.13","0.26","-10.86","9.01","35.59","true","false","425","1.000","true","true","simple","calendar","true","false"
"SC/EUR","Siacoin","Euro","Kraken","kraken","0.0010","2026-02-09","-1.84","-11.24","-30.03","-43.11","-73.18","-20.83","-63.45","117.98","74.67","-5.42","-7.15","7.87","42.86","true","false","425","1.000","true","true","simple","calendar","true","false"
"SCRTn/USD","Secret","US Dollar","Gate.io","gate.io","0.0962","2026-02-09","-3.99","-16.82","-12.02","-54.30","-61.24","-5.91","-49.09","161.09","149.52","-0.24","-11.19","14.75","54.28","false","false","425","1.000","true","true","simple","calendar","true","false"
"SCR/USD","Scroll","US Dollar","Binance","binance","0.0498","2026-02-09","-1.50","-20.61","-36.94","-69.44","197.04","-34.45","-85.17","160.48","111.29","-4.47","-10.91","13.07","67.50","true","false","425","1.000","true","true","simple","calendar","true","false"
"SC/USD","Siacoin","US Dollar","Binance","binance","0.0012","2026-02-09","-0.74","-10.19","-29.42","-40.83","-69.08","-19.96","-62.76","128.95","78.14","-4.78","-7.85","8.88","42.55","true","false","425","1.000","true","true","simple","calendar","true","false"
"SEI/USD","Sei","US Dollar","Binance","binance","0.0747","2026-02-09","-1.84","-15.69","-38.42","-58.93","-66.79","-35.77","-77.27","132.29","85.13","-6.32","-8.26","10.21","58.05","true","false","425","1.000","true","true","simple","calendar","true","false"
"SFP/USD","SafePal","US Dollar","Binance","binance","0.2735","2026-02-09","1.98","-4.70","-24.36","-24.20","-56.73","-16.77","-46.77","197.18","111.02","-2.43","-7.84","9.61","37.43","true","false","425","1.000","true","true","simple","calendar","true","false"
"SHIB/USD","SHIBA INU","US Dollar","Coinbase Pro","coinbase","0.0000","2026-02-09","0.33","-10.77","-29.13","-38.58","-60.88","-17.72","-55.39","155.07","89.95","-4.21","-5.82","8.95","40.95","true","false","425","1.000","true","true","simple","calendar","true","false"
"SKL/USD","SKALE Network","US Dollar","Binance","binance","0.0066","2026-02-09","1.22","-14.41","-37.79","-61.76","-82.64","-34.87","-69.41","186.57","119.54","-3.98","-13.89","12.90","63.76","true","false","425","1.000","true","true","simple","calendar","true","false"
"SLP/USD","Smooth Love Potion","US Dollar","Binance","binance","0.0007","2026-02-09","2.83","-10.04","-22.24","-43.72","-70.45","-17.32","-68.45","150.25","143.17","-1.47","-12.83","12.01","47.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"SNX/EUR","Synthetix","Euro","Coinbase Pro","coinbase","0.2450","2026-02-09","0.00","-18.60","-41.11","-67.25","-73.91","-35.53","-57.32","124.44","105.19","-5.29","-10.36","11.81","64.57","true","false","425","1.000","true","true","simple","calendar","true","false"
"SNX/USD","Synthetix","US Dollar","Binance","binance","0.2910","2026-02-09","0.69","-18.03","-39.88","-66.36","-69.91","-35.04","-56.57","128.20","101.99","-5.26","-10.72","12.49","64.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"SOL/EUR","Solana","Euro","Binance","binance","73.0700","2026-02-09","-0.75","-17.46","-37.43","-48.71","-62.46","-32.23","-52.54","154.05","96.78","-5.39","-9.95","11.69","49.83","true","false","425","1.000","true","true","simple","calendar","true","false"
"SOL/USD","Solana","US Dollar","Binance","binance","87.1100","2026-02-09","0.14","-16.68","-35.93","-47.06","-56.55","-31.36","-51.59","155.60","96.39","-5.11","-10.21","11.30","48.93","true","false","425","1.000","true","true","simple","calendar","true","false"
"SOON/USDT","SOON","US Dollar","Gate.io","gate.io","0.1737","2026-02-09","0.87","-13.15","-51.99","-91.53","","-52.77","-59.57","210.28","131.18","-6.47","-13.32","15.02","94.53","false","false","247","1.000","true","false","simple","calendar","true","false"
"SOUL/USD","Phantasma","US Dollar","Gate.io","gate.io","0.0128","2026-02-09","4.83","-16.98","-27.55","-9.66","-82.70","-29.85","-57.72","154.16","135.05","-2.33","-14.21","14.67","51.76","false","false","425","1.000","true","true","simple","calendar","true","false"
"SPELL/USD","Spell Token","US Dollar","Binance","binance","0.0002","2026-02-09","-1.32","-13.24","-31.73","-39.88","-81.13","-25.16","-64.83","158.07","88.28","-4.55","-6.31","10.90","43.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"SPX/USDT","SPX6900","US Dollar","Bybit","bybit","0.2984","2026-02-09","1.91","-7.82","-49.15","-58.09","","-40.73","-84.64","237.75","151.47","-4.54","-11.15","13.84","65.50","true","false","261","1.000","true","false","simple","calendar","true","false"
"STARL/USD","Starlink","US Dollar","Gate.io","gate.io","0.0000","2026-02-09","6.25","-5.56","-32.00","-46.88","-70.18","-32.00","-70.18","178.11","107.17","-3.84","-12.50","19.33","53.33","false","false","425","1.000","true","true","simple","calendar","true","false"
"STETH/USD","Lido stETH","US Dollar","Bybit","bybit","2110.8300","2026-02-09","1.10","-9.93","-31.59","-41.08","-19.59","-29.74","-50.37","161.46","99.93","-4.12","-9.36","10.57","46.54","true","false","425","1.000","true","true","simple","calendar","true","false"
"STG/USD","Stargate Finance","US Dollar","Binance","binance","0.1552","2026-02-09","4.44","0.26","24.66","5.29","-42.24","39.69","-6.51","157.74","127.12","2.54","-12.85","12.57","35.61","true","false","425","1.000","true","true","simple","calendar","true","false"
"STORJ/USD","Storj","US Dollar","Huobi","huobi","0.1000","2026-02-09","-1.96","-9.83","-29.87","-43.18","-69.46","-22.48","-64.41","155.35","91.81","-3.83","-7.50","10.63","44.15","true","false","425","1.000","true","true","simple","calendar","true","false"
"STRK/USD","Starknet","US Dollar","Binance","binance","0.0486","2026-02-09","-1.82","-13.83","-42.07","-67.18","-79.56","-41.02","-64.73","152.27","99.96","-5.79","-10.88","11.63","81.41","true","false","425","1.000","true","true","simple","calendar","true","false"
"STXk/USD","Blockstack","US Dollar","Binance","binance","0.2619","2026-02-09","-2.82","-9.66","-29.86","-37.95","-70.96","-0.64","-65.03","155.00","109.33","-3.81","-9.82","12.54","40.22","true","false","425","1.000","true","true","simple","calendar","true","false"
"STX/USD","Stox","US Dollar","Gate.io","gate.io","0.2619","2026-02-09","-2.75","-9.63","-29.99","-37.95","-70.96","-0.61","-65.03","155.37","109.19","-3.81","-9.82","12.23","40.17","false","false","425","1.000","true","true","simple","calendar","true","false"
"SUI/USD","Sui","US Dollar","Binance","binance","0.9689","2026-02-09","-0.35","-15.70","-46.52","-54.82","-67.65","-34.18","-75.14","186.17","107.35","-6.40","-9.44","11.74","55.13","true","false","425","1.000","true","true","simple","calendar","true","false"
"SUPERf/USD","SuperFarm","US Dollar","Binance","binance","0.1232","2026-02-09","-0.40","-18.25","-43.51","-61.60","-81.37","-41.91","-84.58","148.08","101.80","-6.11","-9.63","11.71","60.45","true","false","425","1.000","true","true","simple","calendar","true","false"
"SUSHI/USD","SushiSwap","US Dollar","Binance","binance","0.2051","2026-02-09","0.94","-15.18","-37.79","-58.47","-75.70","-32.80","-76.96","171.98","115.40","-4.23","-10.50","11.91","60.64","true","false","425","1.000","true","true","simple","calendar","true","false"
"SWFTC/USD","SwftCoin","US Dollar","OKEx","okx","0.0038","2026-02-09","-6.11","1.61","-27.37","-30.94","-84.54","-3.73","-63.87","218.61","113.58","-2.53","-6.51","9.96","52.85","true","false","425","1.000","true","true","simple","calendar","true","false"
"SXP/USD","SXP","US Dollar","Binance","binance","0.0265","2026-02-09","1.15","-21.60","-63.14","-77.10","-88.26","-58.20","-86.33","155.30","115.85","-10.39","-17.57","16.95","77.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"TAIKO/USD","Taiko","US Dollar","Bybit","bybit","0.1215","2026-02-09","1.25","-16.38","-34.89","-49.50","-88.44","-28.11","-75.73","143.98","112.64","-3.86","-11.04","11.15","51.59","true","false","425","1.000","true","true","simple","calendar","true","false"
"TAO/USD","Bittensor","US Dollar","Binance","binance","161.5000","2026-02-09","-1.04","-19.09","-42.42","-57.61","-55.80","-29.90","-58.60","124.98","87.44","-7.16","-8.08","12.44","53.85","true","false","425","1.000","true","true","simple","calendar","true","false"
"TFUEL/USD","Theta Fuel","US Dollar","Binance","binance","0.0146","2026-02-09","-2.14","-9.25","-27.92","-38.51","-68.38","-18.29","-61.73","113.69","74.52","-4.88","-7.52","10.92","43.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"THETA/USD","Theta Network","US Dollar","Binance","binance","0.2040","2026-02-09","0.99","-8.11","-32.45","-57.85","-84.05","-26.88","-76.61","167.81","116.87","-3.47","-8.98","11.73","59.55","true","false","425","1.000","true","true","simple","calendar","true","false"
"TKO/USD","Toko Token","US Dollar","Binance","binance","0.0629","2026-02-09","-0.16","-11.16","-28.44","-48.94","-79.89","-25.83","-61.99","117.06","71.18","-5.59","-5.59","8.06","48.63","true","false","425","1.000","true","true","simple","calendar","true","false"
"TLM/USD","Alien Worlds","US Dollar","Binance","binance","0.0017","2026-02-09","0.47","-11.26","-30.88","-46.23","-74.93","-36.99","-67.49","136.81","100.58","-3.83","-10.10","13.26","46.67","true","false","425","1.000","true","true","simple","calendar","true","false"
"TON/USD","Toncoin","US Dollar","Bybit","bybit","1.3670","2026-02-09","-2.43","0.07","-21.66","-35.21","-64.13","-19.30","-59.63","116.35","72.24","-3.74","-7.33","7.72","37.28","true","false","425","1.000","true","true","simple","calendar","true","false"
"TOSHI/USDT","Toshi","US Dollar","Bybit","bybit","0.0002","2026-02-09","-3.75","-7.66","-43.34","-63.03","","-33.16","-72.29","223.47","126.34","-4.72","-10.40","14.88","65.35","true","false","247","1.000","true","false","simple","calendar","true","false"
"TRIBE/USD","Tribe","US Dollar","Gate.io","gate.io","0.4354","2026-02-09","1.26","-18.54","-18.63","-32.12","4.41","2.86","-24.21","343.39","230.26","0.11","-18.23","35.87","43.50","false","false","425","1.000","true","true","simple","calendar","true","false"
"TRUMP/USDT","OFFICIAL TRUMP","US Dollar","Binance","binance","3.3790","2026-02-09","0.63","-20.87","-37.84","-56.08","","-30.91","-64.54","123.04","73.28","-7.38","-4.73","8.01","55.13","true","false","261","1.000","true","false","simple","calendar","true","false"
"TRU/USD","TrueFi","US Dollar","Binance","binance","0.0065","2026-02-09","0.00","-9.72","-38.10","-63.69","-84.81","-37.50","-81.10","161.76","103.57","-4.76","-10.26","11.10","63.86","true","false","425","1.000","true","true","simple","calendar","true","false"
"TRX/USD","TRON","US Dollar","Binance","binance","0.2793","2026-02-09","0.54","-1.48","-6.40","-3.89","20.28","-2.72","-16.68","42.91","35.20","-2.63","-4.78","2.05","15.43","true","false","425","1.000","true","true","simple","calendar","true","false"
"TWT/USD","Trust Wallet Token","US Dollar","Binance","binance","0.5249","2026-02-09","-0.72","-20.12","-41.39","-58.80","-41.40","-40.47","-34.73","150.83","92.80","-6.33","-9.67","12.76","55.63","true","false","425","1.000","true","true","simple","calendar","true","false"
"UMA/USD","UMA","US Dollar","Binance","binance","0.5070","2026-02-09","0.20","-11.52","-35.00","-50.68","-69.59","-30.55","-62.16","165.56","99.05","-4.52","-9.31","9.93","51.40","true","false","425","1.000","true","true","simple","calendar","true","false"
"UNIs/EUR","Uniswap","Euro","Kraken","kraken","2.9340","2026-02-09","-0.54","-12.02","-37.43","-48.42","-66.51","-40.58","-68.71","158.05","93.78","-5.60","-8.72","10.11","59.76","true","false","425","1.000","true","true","simple","calendar","true","false"
"UNIs/USD","Uniswap","US Dollar","Binance","binance","3.5120","2026-02-09","1.27","-10.52","-35.76","-46.58","-61.53","-39.54","-68.01","160.60","94.09","-5.25","-8.80","10.48","59.14","true","false","425","1.000","true","true","simple","calendar","true","false"
"UNI/USD","Uniswap","US Dollar","Binance","binance","3.5020","2026-02-09","0.98","-10.78","-35.94","-46.73","-61.69","-39.71","-68.10","160.34","93.99","-5.30","-8.80","10.51","59.14","true","false","425","1.000","true","true","simple","calendar","true","false"
"UOS/USD","Ultra","US Dollar","KuCoin","kucoin","0.0065","2026-02-09","-1.37","-20.15","-32.57","-70.53","-91.26","-26.80","-87.02","131.08","98.21","-4.66","-13.53","11.42","60.18","true","false","425","1.000","true","true","simple","calendar","true","false"
"USTC/USD","TerraClassicUSD","US Dollar","Huobi","huobi","0.0047","2026-02-09","-0.21","-15.65","-32.03","-36.62","-63.07","-27.85","-67.43","125.56","96.52","-4.73","-14.07","10.42","63.74","true","false","425","1.000","true","true","simple","calendar","true","false"
"UTK/USD","Utrust","US Dollar","Binance","binance","0.0098","2026-02-09","1.03","-5.68","-29.37","-48.66","-83.86","-24.81","-69.26","133.79","84.13","-4.59","-7.88","9.11","46.56","true","false","425","1.000","true","true","simple","calendar","true","false"
"VET/EUR","VeChain","Euro","Binance","binance","0.0067","2026-02-09","-1.47","-8.23","-33.76","-54.89","-78.43","-28.91","-68.93","145.49","98.02","-4.55","-8.96","9.83","56.38","true","false","425","1.000","true","true","simple","calendar","true","false"
"VET/USD","VeChain","US Dollar","Binance","binance","0.0080","2026-02-09","-0.87","-7.77","-32.34","-53.62","-75.08","-28.25","-68.43","143.90","95.44","-4.46","-8.86","10.15","55.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"VVS/USD","VVS Finance","US Dollar","Crypto.com Exchange","crypto.comexchange","0.0000","2026-02-09","-1.92","-6.13","-24.26","-40.93","-33.19","-18.62","-55.78","133.15","76.78","-4.11","-5.95","7.84","44.22","false","false","425","1.000","true","true","simple","calendar","true","false"
"WAXP/USD","WAX","US Dollar","Binance","binance","0.0071","2026-02-09","4.74","-3.42","-21.36","-41.95","-77.67","-11.07","-67.63","151.12","91.31","-2.61","-6.17","9.42","47.64","true","false","425","1.000","true","true","simple","calendar","true","false"
"WEMIX/USD","WEMIX","US Dollar","Gate.io","gate.io","0.3152","2026-02-09","-1.19","-5.23","-12.66","-42.20","-52.42","-12.76","-60.06","71.94","76.87","-1.69","-7.35","7.00","45.05","false","false","425","1.000","true","true","simple","calendar","true","false"
"WIF/USDT","dogwifhat","US Dollar","Binance","binance","0.2270","2026-02-09","0.00","-10.98","-41.49","-52.71","","-24.58","-77.50","160.94","111.81","-5.00","-11.76","12.30","53.57","true","false","261","1.000","true","false","simple","calendar","true","false"
"WIN/USD","WINkLink","US Dollar","Binance","binance","0.0000","2026-02-09","1.17","-5.01","-21.36","-40.29","-69.43","-17.84","-63.61","73.13","57.22","-4.93","-5.24","5.50","54.53","true","false","425","1.000","true","true","simple","calendar","true","false"
"WLD/USD","Worldcoin","US Dollar","Binance","binance","0.3903","2026-02-09","0.31","-5.06","-32.63","-52.23","-68.06","-25.10","-63.76","180.23","159.92","-2.16","-15.22","16.25","54.53","true","false","425","1.000","true","true","simple","calendar","true","false"
"WOO/USD","WOO Network","US Dollar","Huobi","huobi","0.0170","2026-02-09","-1.45","-14.62","-38.89","-53.11","-85.16","-41.04","-79.23","163.54","135.55","-4.07","-12.45","9.39","51.99","true","false","425","1.000","true","true","simple","calendar","true","false"
"XAUT/USD","Tether Gold","US Dollar","Bybit","bybit","5058.8000","2026-02-09","0.89","5.98","12.47","26.44","","16.12","49.45","71.16","58.57","2.66","-6.71","5.73","15.63","true","false","265","1.000","true","false","simple","calendar","true","false"
"XCH/USD","Chia Network","US Dollar","Huobi","huobi","3.0553","2026-02-09","-6.17","-11.56","-41.34","-67.20","-75.62","-36.95","-69.73","111.01","75.32","-7.81","-6.18","10.69","61.87","true","false","425","1.000","true","true","simple","calendar","true","false"
"XDB/USD","DigitalBits","US Dollar","KuCoin","kucoin","0.0001","2026-02-09","-3.27","-24.93","-42.45","-66.60","-66.48","-36.16","-75.79","142.07","159.41","-3.37","-12.73","14.25","66.92","true","false","425","1.000","true","true","simple","calendar","true","false"
"XDC/USD","XDC Network","US Dollar","Kucoin","kucoin","0.0360","2026-02-09","-1.61","-2.28","-25.60","-38.40","-59.66","-30.03","-60.35","218.41","111.99","-2.72","-5.50","8.48","47.57","true","false","425","1.000","true","true","simple","calendar","true","false"
"XEC/USD","eCash","US Dollar","Binance","binance","0.0000","2026-02-09","1.02","-13.32","-32.19","-46.96","-69.25","-27.36","-63.54","166.70","91.34","-4.66","-7.11","9.44","47.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"XLM/EUR","Stellar","Euro","Coinbase Pro","coinbase","0.1350","2026-02-09","-1.46","-10.78","-31.18","-45.47","-55.79","-23.94","-64.67","136.94","83.74","-4.91","-5.63","8.93","48.00","true","false","425","1.000","true","true","simple","calendar","true","false"
"XLM/USD","Stellar","US Dollar","Binance","binance","0.1604","2026-02-09","-0.68","-10.24","-29.77","-43.88","-48.92","-23.14","-64.11","142.95","85.52","-4.48","-5.68","9.12","47.03","true","false","425","1.000","true","true","simple","calendar","true","false"
