symbol,currency_base,currency_quote,exchange_used,exchange_normalized,last_close,last_datetime,ret_1d_pct,ret_7d_pct,ret_30d_pct,ret_90d_pct,ret_1y_pct,ret_ytd_pct,ret_6m_pct,vol_7d_annual_pct,vol_30d_annual_pct,sharpe_ratio,var_95_pct,atr14_pct,drawdown_90d_pct,tier1_listed,stale,data_points,coverage_ratio,enough_history_90d,enough_history_1y,return_type,returns_mode,include_today,ret_1y_suspect
"DYM/USD","Dymension","US Dollar","Binance","binance","0.0471","2026-02-14","0.00","10.05","-36.44","-40.38","-91.20","-33.00","-80.85","302.48","170.24","-1.94","-10.73","14.44","72.79","true","false","425","1.000","true","true","simple","calendar","true","false"
"EGLD/EUR","Elrond","Euro","Binance","binance","4.4800","2026-02-14","2.05","4.92","-15.95","-39.62","-79.89","-10.76","-65.83","114.25","114.70","-1.00","-8.94","8.75","53.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"EGLD/USD","Elrond","US Dollar","Binance","binance","5.2700","2026-02-14","1.35","4.77","-15.27","-39.08","-77.38","-10.98","-65.42","111.37","113.97","-0.87","-8.86","9.54","52.59","true","false","425","1.000","true","true","simple","calendar","true","false"
"ELF/USD","aelf","US Dollar","Huobi","huobi","0.0838","2026-02-14","2.07","5.14","-20.64","-29.58","-71.64","-3.01","-60.49","37.32","54.83","-3.92","-7.43","6.13","35.51","true","false","425","1.000","true","true","simple","calendar","true","false"
"ELON/USD","Dogelon Mars","US Dollar","Kucoin","kucoin","0.0000","2026-02-14","1.92","3.42","-33.35","-41.76","-83.13","-30.57","-70.16","64.34","152.96","-5.07","-19.11","11.64","61.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"ENA/USD","Ethena","US Dollar","Binance","binance","0.1274","2026-02-14","5.38","0.79","-46.36","-53.96","-73.73","-41.45","-82.20","90.05","100.26","-6.32","-9.88","9.29","62.47","true","false","425","1.000","true","true","simple","calendar","true","false"
"ENJ/USD","Enjin Coin","US Dollar","Binance","binance","0.0223","2026-02-14","0.86","-5.27","-29.12","-41.33","-82.56","-24.23","-68.59","59.25","100.98","-3.00","-9.00","9.15","44.94","true","false","425","1.000","true","true","simple","calendar","true","false"
"ENS/USD","Ethereum Name Service","US Dollar","Binance","binance","6.8700","2026-02-14","5.86","13.55","-36.97","-46.79","-74.87","-29.90","-74.11","104.28","113.35","-3.82","-12.24","9.62","56.75","true","false","425","1.000","true","true","simple","calendar","true","false"
"ERG/USD","Ergo","US Dollar","Kucoin","kucoin","0.3701","2026-02-14","-0.83","-7.80","-27.90","-28.76","-68.09","-22.94","-62.81","48.03","73.68","-4.28","-5.61","6.65","45.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETC/EUR","Ethereum Classic","Euro","Coinbase Pro","coinbase","7.5200","2026-02-14","4.44","1.48","-33.57","-41.25","-63.06","-26.63","-60.46","55.93","79.93","-5.23","-7.51","7.73","46.00","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETC/USD","Ethereum Classic","US Dollar","Binance","binance","8.9000","2026-02-14","4.34","1.37","-32.58","-39.58","-58.39","-26.20","-59.87","56.20","79.75","-4.96","-7.92","7.78","44.98","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETH/EUR","Ethereum","Euro","Binance","binance","1754.8500","2026-02-14","1.68","-0.88","-39.09","-34.43","-32.49","-31.25","-55.07","60.46","97.48","-5.58","-9.10","8.90","46.20","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETHFI/USD","ether.fi","US Dollar","Binance","binance","0.4930","2026-02-14","4.23","5.12","-36.71","-45.22","-58.11","-33.29","-58.26","63.09","102.93","-4.33","-9.31","9.17","53.20","true","false","425","1.000","true","true","simple","calendar","true","false"
"ETH/USD","Ethereum","US Dollar","Binance","binance","2079.2600","2026-02-14","1.49","-0.37","-38.02","-33.19","-23.72","-30.79","-54.27","61.04","98.16","-5.29","-9.43","8.94","45.55","true","false","425","1.000","true","true","simple","calendar","true","false"
"EUL/USD","Euler","US Dollar","Gate.io","gate.io","1.0201","2026-02-14","0.46","13.09","-60.15","-78.72","-77.76","-67.47","-91.18","201.87","218.47","-3.45","-23.09","13.91","81.93","false","false","425","1.000","true","true","simple","calendar","true","false"
"EWT/USD","Energy Web Token","US Dollar","Kraken","kraken","0.4790","2026-02-14","3.46","4.81","-40.35","-39.21","-53.09","-42.36","-67.30","29.37","68.74","-8.40","-8.04","7.63","45.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"FARTCOIN/USDT","Fartcoin","US Dollar","Gate.io","gate.io","0.2041","2026-02-14","7.88","1.74","-48.98","-12.78","","-29.79","-79.27","123.68","126.00","-5.10","-12.78","10.93","63.85","false","false","266","1.000","true","false","simple","calendar","true","false"
"FET/USD","Fetch","US Dollar","Binance","binance","0.1780","2026-02-14","7.94","7.62","-38.47","-34.27","-78.00","-16.55","-74.79","74.23","107.96","-4.47","-9.28","8.63","55.16","true","false","425","1.000","true","true","simple","calendar","true","false"
"FIL/EUR","Filecoin","Euro","Coinbase Pro","coinbase","0.8600","2026-02-14","6.17","3.61","-36.76","-50.00","-74.40","-31.75","-60.00","84.51","101.68","-4.33","-10.10","8.06","57.47","true","false","425","1.000","true","true","simple","calendar","true","false"
"FIL/USD","Filecoin","US Dollar","Binance","binance","1.0140","2026-02-14","5.85","3.89","-36.31","-49.22","-71.25","-31.63","-59.52","81.95","97.78","-4.41","-10.54","8.66","56.49","true","false","425","1.000","true","true","simple","calendar","true","false"
"FINE/USD","Refinable","US Dollar","Gate.io","gate.io","0.0003","2026-02-02","-3.63","-28.58","-36.48","-62.90","-80.73","-35.50","-63.08","470.11","220.86","-1.47","-17.08","64.39","58.93","false","true","425","1.000","true","true","simple","calendar","true","false"
"FITFI/USD","Step App","US Dollar","Huobi","huobi","0.0007","2026-02-14","12.68","12.32","11.09","8.38","-70.81","42.20","-52.69","107.46","176.27","0.14","-15.31","11.00","39.03","true","false","425","1.000","true","true","simple","calendar","true","false"
"FLOKI/USDT","FLOKI","US Dollar","Binance","binance","0.0000","2026-02-14","12.19","7.64","-35.83","-36.95","","-22.63","-67.30","103.49","110.97","-3.61","-11.52","8.89","50.78","true","false","266","1.000","true","false","simple","calendar","true","false"
"FLOW/USD","Flow","US Dollar","Binance","binance","0.0450","2026-02-14","1.97","-1.68","-48.92","-82.44","-91.52","-46.49","-88.39","184.25","152.72","-4.47","-14.88","13.99","85.08","true","false","425","1.000","true","true","simple","calendar","true","false"
"FLUX/USD","Flux","US Dollar","Binance","binance","0.0731","2026-02-14","1.81","-1.88","-34.44","-52.66","-83.71","-30.84","-66.08","65.05","94.28","-4.57","-8.85","10.18","51.51","true","false","425","1.000","true","true","simple","calendar","true","false"
"FTT/USD","FTX Token","US Dollar","Binance","binance","0.3527","2026-02-14","1.21","9.91","-33.85","-49.05","-82.63","-25.65","-61.12","150.36","121.94","-3.47","-13.23","11.48","57.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"FUEL/USD","Etherparty","US Dollar","Gate.io","gate.io","0.0013","2026-02-14","0.60","-5.27","-20.35","-46.89","-92.19","-21.06","-80.29","17.04","80.02","-2.67","-6.74","6.18","50.84","false","false","425","1.000","true","true","simple","calendar","true","false"
"FUN/USD","FunFair","US Dollar","Gate.io","gate.io","0.0367","2026-02-14","7.07","4.98","1826.96","1709.08","1081.38","1787.29","286.20","113.64","194.73","-4.28","-16.29","13.15","71.18","false","false","425","1.000","true","true","simple","calendar","true","true"
"FXS/USD","Frax Share","US Dollar","Binance","binance","0.8120","2026-02-02","0.00","0.00","27.87","-40.12","-60.41","27.27","-71.15","0.00","134.87","2.45","-6.67","0.00","49.92","true","true","425","1.000","true","true","simple","calendar","true","false"
"GALA/USD","Gala","US Dollar","Binance","binance","0.0043","2026-02-14","4.63","0.94","-42.34","-52.12","-82.38","-31.80","-74.28","66.50","105.17","-5.13","-10.22","8.71","55.35","true","false","425","1.000","true","true","simple","calendar","true","false"
"GAS/USD","Gas","US Dollar","OKEx","okx","1.7240","2026-02-14","3.23","2.38","-20.41","-27.01","-57.05","-15.74","-46.38","58.90","105.61","-1.69","-7.31","10.46","32.67","true","false","425","1.000","true","true","simple","calendar","true","false"
"GIGA/USDT","Gigachad","US Dollar","Binance","binance","","","","","","","","","","","","","","","","true","","0","0","false","false","simple","calendar","true","false"
"GIGGLE/USDT","Giggle Fund","US Dollar","Binance","binance","33.5200","2026-02-14","5.05","4.82","-48.74","","","-50.84","","66.97","126.86","-5.21","-17.80","10.83","68.09","true","false","72","1.000","false","false","simple","calendar","true","false"
"GLMR/USD","Moonbeam","US Dollar","Binance","binance","0.0146","2026-02-14","0.69","2.10","-39.67","-53.80","-89.05","-38.40","-80.27","45.27","98.73","-6.85","-8.62","7.44","63.01","true","false","425","1.000","true","true","simple","calendar","true","false"
"GMTn/USD","STEPN","US Dollar","Binance","binance","0.0132","2026-02-14","3.37","0.46","-30.71","-38.78","-82.14","-14.17","-69.79","70.95","95.77","-3.30","-9.46","8.50","47.53","true","false","425","1.000","true","true","simple","calendar","true","false"
"GMX/USD","GMX","US Dollar","Crypto.com Exchange","crypto.comexchange","6.4760","2026-02-14","0.47","3.70","-21.02","-27.03","-68.47","-17.87","-58.04","64.60","96.01","-1.99","-10.96","6.65","38.38","false","false","425","1.000","true","true","simple","calendar","true","false"
"GMX/USD","GoldMaxCoin","US Dollar","Binance","binance","6.6500","2026-02-14","4.40","6.23","-18.90","-22.40","-67.51","-16.04","-56.82","59.49","92.99","-1.77","-10.14","7.79","38.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNO/EUR","Gnosis","Euro","Kraken","kraken","114.6800","2026-02-14","6.32","11.38","-8.90","16.82","-34.28","4.04","-6.19","79.60","111.71","-0.45","-10.36","8.43","35.44","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNO/USD","Gnosis","US Dollar","Binance","binance","132.8200","2026-02-14","2.71","10.55","-10.20","13.42","-24.66","1.52","-6.40","52.42","96.70","-0.65","-8.79","7.61","33.66","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNS/USD","Gains Network","US Dollar","Binance","binance","0.8920","2026-02-14","1.25","-1.22","-13.06","-36.42","-47.28","-22.37","-55.58","63.84","64.74","-1.62","-4.51","6.40","46.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"GNT/USD","Golem","US Dollar","Huobi","huobi","0.1974","2026-02-14","0.46","0.36","-38.64","-19.00","-26.01","-13.46","-20.88","43.25","109.48","-3.50","-10.95","7.60","47.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"GRIN/USD","Grin","US Dollar","Gate.io","gate.io","0.0333","2026-02-14","-2.52","-5.26","-16.73","-17.31","38.59","-5.13","-26.10","135.74","108.57","-1.90","-8.78","9.07","36.52","false","false","425","1.000","true","true","simple","calendar","true","false"
"GRT/EUR","The Graph","Euro","Binance","binance","0.0244","2026-02-14","4.58","2.73","-32.56","-50.16","-82.04","-20.38","-69.44","63.90","103.48","-3.81","-8.42","7.98","56.84","true","false","425","1.000","true","true","simple","calendar","true","false"
"GRT/USD","The Graph","US Dollar","Binance","binance","0.0288","2026-02-14","4.46","2.53","-31.77","-49.03","-79.85","-20.14","-68.99","53.87","100.72","-3.74","-8.56","8.20","55.93","true","false","425","1.000","true","true","simple","calendar","true","false"
"GST/USD","Green Satoshi Token (SOL)","US Dollar","Coinbase Pro","coinbase","0.0016","2026-02-14","4.05","3.92","-21.80","-49.32","-87.77","-10.22","-72.11","107.44","101.72","-1.24","-9.07","8.58","50.07","true","false","425","1.000","true","true","simple","calendar","true","false"
"GTC/USD","Global Tour Coin","US Dollar","Gate.io","gate.io","0.0000","2026-01-21","9.96","-64.53","-93.24","-95.25","-99.37","-94.18","-96.55","494.43","409.48","-4.63","-56.66","199.97","96.88","false","true","425","1.000","true","true","simple","calendar","true","false"
"GT/USD","GateToken","US Dollar","Huobi","huobi","7.2754","2026-02-14","2.75","3.33","-31.15","-32.05","-69.44","-29.89","-58.52","33.01","75.91","-5.26","-7.86","7.09","40.84","true","false","425","1.000","true","true","simple","calendar","true","false"
"HBAR/USD","Hedera Hashgraph","US Dollar","Binance","binance","0.1029","2026-02-14","4.08","14.28","-16.65","-32.76","-55.43","-10.04","-58.63","58.05","98.25","-1.23","-5.98","8.29","48.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"HEROm/USD","Metahero","US Dollar","Gate.io","gate.io","0.0005","2026-02-14","1.84","-4.28","-34.41","-34.31","-61.74","-28.78","-41.51","31.65","72.35","-6.56","-10.43","7.64","36.83","false","false","425","1.000","true","true","simple","calendar","true","false"
"HMSTR/USDT","Hamster Kombat","US Dollar","Binance","binance","0.0002","2026-02-14","4.35","5.65","-24.69","-33.92","","-15.00","-74.21","57.72","156.15","-1.28","-12.55","7.49","40.76","true","false","252","1.000","true","false","simple","calendar","true","false"
"HNT/USD","Helium","US Dollar","Gate.io","gate.io","1.1143","2026-02-14","20.31","36.98","-20.93","-53.53","-71.37","-26.79","-57.78","151.65","128.22","-1.45","-8.07","10.03","67.06","false","false","425","1.000","true","true","simple","calendar","true","false"
"HOT/USD","Holo","US Dollar","Binance","binance","0.0004","2026-02-14","3.68","-2.72","-26.22","-32.07","-77.07","-21.83","-58.00","60.71","81.92","-3.76","-6.21","8.38","39.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"HTR/USD","Hathor","US Dollar","KuCoin","kucoin","0.0062","2026-02-14","-1.44","1.82","-44.20","-73.17","-84.98","-48.62","-63.53","111.70","168.48","-3.47","-9.50","11.35","77.37","true","false","425","1.000","true","true","simple","calendar","true","false"
"HT/USD","Huobi Token","US Dollar","Gate.io","gate.io","0.2463","2026-02-14","0.78","41.15","10.85","-5.88","-65.72","19.10","-21.61","244.78","130.98","1.47","-4.87","32.16","35.65","false","false","425","1.000","true","true","simple","calendar","true","false"
"ICP/USD","Internet Computer","US Dollar","Binance","binance","2.5130","2026-02-14","4.84","0.68","-44.66","-53.40","-65.26","-16.29","-53.89","50.59","85.54","-7.06","-9.11","8.87","59.31","true","false","425","1.000","true","true","simple","calendar","true","false"
"ICX/USD","ICON","US Dollar","Binance","binance","0.0422","2026-02-14","4.20","2.68","-30.59","-42.74","-68.46","-23.69","-67.79","63.07","92.57","-3.83","-7.82","10.48","49.46","true","false","425","1.000","true","true","simple","calendar","true","false"
"ILV/USD","Illuvium","US Dollar","Binance","binance","4.0700","2026-02-14","3.56","0.99","-34.14","-50.43","-80.02","-31.83","-75.06","35.20","112.66","-3.49","-11.34","8.51","55.50","true","false","425","1.000","true","true","simple","calendar","true","false"
"IMX/USD","Impact","US Dollar","Binance","binance","0.1744","2026-02-14","3.93","6.86","-38.81","-53.62","-78.76","-31.87","-69.02","82.09","122.57","-3.57","-11.37","9.14","61.76","true","false","425","1.000","true","true","simple","calendar","true","false"
"INJ/USD","Injective Protocol","US Dollar","Binance","binance","3.2680","2026-02-14","5.25","-0.46","-40.87","-51.08","-78.74","-27.97","-78.39","58.13","94.95","-5.37","-9.50","9.05","54.90","true","false","425","1.000","true","true","simple","calendar","true","false"
"INK/USD","Ink","US Dollar","Gate.io","gate.io","0.0000","2026-02-04","-3.14","-85.56","-94.00","-95.62","-95.81","-93.85","-95.74","1077.84","568.68","-2.05","-67.74","441.18","96.68","false","true","425","1.000","true","true","simple","calendar","true","false"
"IOST/USD","IOST","US Dollar","Binance","binance","0.0013","2026-02-14","2.02","4.22","-23.97","-31.34","-74.53","-29.83","-63.61","45.24","85.71","-2.80","-6.41","7.62","54.20","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOTA/USD","IOTA","US Dollar","OKEx","okx","0.0718","2026-02-14","4.97","1.04","-28.92","-44.92","-70.75","-15.39","-64.02","65.23","93.66","-3.38","-7.41","7.89","49.44","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOT/USD","IOTA","US Dollar","Binance","binance","0.0719","2026-02-14","5.12","1.41","-28.74","-44.95","-70.69","-15.31","-64.00","65.44","92.18","-3.42","-7.66","8.06","49.41","true","false","425","1.000","true","true","simple","calendar","true","false"
"IOTX/USD","IoTeX","US Dollar","Binance","binance","0.0058","2026-02-14","8.22","-5.08","-33.06","-41.69","-72.06","-26.62","-80.08","78.29","95.20","-3.91","-8.66","8.45","45.57","true","false","425","1.000","true","true","simple","calendar","true","false"
"JASMY/USD","JasmyCoin","US Dollar","Coinbase Pro","coinbase","0.0063","2026-02-14","4.66","13.54","-28.20","-26.69","-72.86","6.43","-62.18","73.92","112.29","-2.45","-9.10","9.31","48.49","true","false","425","1.000","true","true","simple","calendar","true","false"
"JOE/USD","JOE","US Dollar","Binance","binance","0.0408","2026-02-14","3.03","0.99","-38.65","-51.31","-83.26","-38.46","-73.76","70.23","96.97","-4.78","-6.90","8.44","56.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"KAVA/EUR","Kava.io","Euro","Kraken","kraken","0.0489","2026-02-14","3.16","-1.01","-36.90","-60.37","-89.42","-26.69","-84.05","67.25","99.06","-5.52","-11.02","8.03","60.62","true","false","425","1.000","true","true","simple","calendar","true","false"
"KAVA/USD","Kava","US Dollar","Binance","binance","0.0577","2026-02-14","2.67","-1.20","-36.10","-59.73","-88.07","-26.50","-83.83","58.25","97.50","-5.52","-10.34","8.93","59.32","true","false","425","1.000","true","true","simple","calendar","true","false"
"KEEP/USD","Keep Network","US Dollar","Kraken","kraken","0.0347","2026-02-14","0.17","-3.53","-19.78","-32.19","-65.30","-12.70","-59.16","70.98","174.73","-1.03","-16.94","16.82","41.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"KNC/USD","Kyber Network Crystal v2","US Dollar","Binance","binance","0.1495","2026-02-14","-1.12","-2.48","-38.40","-46.22","-65.77","-36.97","-62.97","45.77","84.92","-6.01","-10.25","7.96","49.38","true","false","425","1.000","true","true","simple","calendar","true","false"
"KP3R/USD","Keep3rV1","US Dollar","Gate.io","gate.io","1.7140","2026-02-04","-0.46","-38.10","-42.17","-42.09","-91.68","-39.03","-68.46","111.08","91.73","-6.72","-14.26","25.35","54.07","false","true","425","1.000","true","true","simple","calendar","true","false"
"KSM/EUR","Kusama","Euro","Kraken","kraken","4.1800","2026-02-14","8.85","8.29","-38.71","-51.56","-78.95","-34.99","-67.87","85.28","108.15","-4.33","-9.50","8.56","58.88","true","false","425","1.000","true","true","simple","calendar","true","false"
"KSM/USD","Kusama","US Dollar","Binance","binance","4.8900","2026-02-14","7.24","7.71","-38.72","-51.00","-76.54","-35.40","-67.59","72.01","103.60","-4.49","-9.66","8.97","58.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"LAZIO/USD","S.S. Lazio Fan Token","US Dollar","Binance","binance","0.9030","2026-02-14","0.67","4.03","-18.06","0.33","-28.56","-11.99","-6.23","79.54","78.07","-3.02","-6.62","7.71","31.17","true","false","425","1.000","true","true","simple","calendar","true","false"
"LDO/USD","Lido DAO","US Dollar","Binance","binance","0.3583","2026-02-14","2.20","-1.51","-44.76","-52.34","-80.72","-41.04","-74.15","60.86","105.41","-5.72","-10.03","9.17","56.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"LEOu/USD","UNUS SED LEO","US Dollar","Bitfinex","bitfinex","8.6626","2026-02-14","2.60","11.38","-0.69","-6.55","-12.05","-9.64","-6.35","64.85","111.15","0.26","-4.82","8.43","31.62","false","false","425","1.000","true","true","simple","calendar","true","false"
"LINK/EUR","Chainlink","Euro","Binance","binance","7.6500","2026-02-14","3.52","1.06","-36.88","-35.61","-58.65","-28.64","-60.32","54.98","90.99","-5.42","-7.05","8.01","46.61","true","false","425","1.000","true","true","simple","calendar","true","false"
"LINK/USD","Chainlink","US Dollar","Binance","binance","9.0600","2026-02-14","3.31","1.68","-35.79","-34.40","-53.25","-28.10","-59.66","53.46","89.12","-5.29","-7.41","8.32","45.90","true","false","425","1.000","true","true","simple","calendar","true","false"
"LPT/USD","Livepeer","US Dollar","Binance","binance","2.4970","2026-02-14","-0.52","0.85","-25.51","-45.23","-69.28","-17.26","-61.56","63.22","145.72","-1.32","-13.44","9.08","49.78","true","false","425","1.000","true","true","simple","calendar","true","false"
"LRC/EUR","Loopring","Euro","Kraken","kraken","0.0293","2026-02-14","-0.03","-12.96","-37.55","-44.10","-78.37","-32.20","-59.82","66.80","94.27","-4.91","-8.92","8.14","48.79","true","false","425","1.000","true","true","simple","calendar","true","false"
"LRC/USD","Loopring","US Dollar","Binance","binance","0.0347","2026-02-14","-0.29","-12.15","-36.79","-42.74","-75.72","-31.96","-59.37","72.39","91.01","-4.90","-9.61","9.51","48.29","true","false","425","1.000","true","true","simple","calendar","true","false"
"LSK/USD","Lisk","US Dollar","Binance","binance","0.1490","2026-02-14","2.76","10.37","-28.71","-44.19","-80.57","-23.59","-63.21","35.39","99.90","-3.32","-9.26","9.30","57.71","true","false","425","1.000","true","true","simple","calendar","true","false"
"LTC/EUR","Litecoin","Euro","BitStamp","bitstamp","47.2900","2026-02-14","1.92","0.94","-28.29","-43.67","-60.35","-30.46","-54.64","42.93","77.75","-3.89","-8.79","7.55","47.90","true","false","425","1.000","true","true","simple","calendar","true","false"
"LTC/USD","Litecoin","US Dollar","Binance","binance","55.9800","2026-02-14","1.73","1.43","-26.99","-42.70","-55.18","-30.00","-53.85","40.47","76.57","-3.67","-9.07","7.23","46.91","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUMIA/USD","Lumia","US Dollar","Binance","binance","0.0688","2026-02-14","1.03","0.73","-47.88","-50.86","-88.96","-44.96","-78.36","62.69","89.30","-7.41","-9.01","8.31","58.13","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUNAt/USD","Terra","US Dollar","Binance","binance","0.0644","2026-02-14","2.55","0.62","-29.23","-18.38","-76.16","-31.85","-57.83","48.73","91.08","-3.66","-12.02","8.14","70.56","true","false","425","1.000","true","true","simple","calendar","true","false"
"LUNC/USD","Terra Classic","US Dollar","Huobi","huobi","0.0000","2026-02-14","1.11","-6.34","-23.12","5.02","-56.20","-16.56","-41.88","43.21","88.82","-2.47","-9.16","7.92","48.12","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANA/EUR","Decentraland","Euro","Coinbase Pro","coinbase","0.0910","2026-02-14","4.60","1.11","-30.00","-48.00","-71.83","-15.74","-63.60","61.94","116.77","-2.65","-9.09","8.63","55.23","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANA/USD","Decentraland","US Dollar","Binance","binance","0.1066","2026-02-14","4.00","0.66","-29.22","-47.64","-68.55","-17.04","-63.36","56.86","117.40","-2.59","-9.65","8.64","53.99","true","false","425","1.000","true","true","simple","calendar","true","false"
"MANTA/USD","Manta Network","US Dollar","Binance","binance","0.0796","2026-02-14","-1.24","8.01","-6.57","-32.77","-80.91","0.76","-64.62","156.79","158.45","0.84","-12.33","11.32","54.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"MASK/USD","Mask Network","US Dollar","Binance","binance","0.4810","2026-02-14","2.78","0.00","-31.58","-32.63","-79.49","-23.41","-62.60","69.96","99.54","-3.41","-9.90","8.46","42.74","true","false","425","1.000","true","true","simple","calendar","true","false"
"MBOX/USD","MOBOX","US Dollar","Binance","binance","0.0217","2026-02-14","2.84","0.93","-35.22","-45.34","-83.57","-31.55","-61.80","49.58","79.78","-5.32","-9.13","7.47","51.60","true","false","425","1.000","true","true","simple","calendar","true","false"
"MDT/USD","Measurable Data Token","US Dollar","Gate.io","gate.io","0.0115","2026-02-14","2.11","2.24","-15.06","-20.54","-71.39","-15.43","-49.09","31.28","69.00","-2.19","-4.54","7.66","43.11","false","false","425","1.000","true","true","simple","calendar","true","false"
"MED/USD","Medibloc","US Dollar","Gate.io","gate.io","0.0025","2026-02-14","2.64","7.85","-14.15","-19.85","-70.15","2.35","-56.18","65.23","90.66","-1.15","-6.17","9.77","36.28","false","false","425","1.000","true","true","simple","calendar","true","false"
"MERL/USD","Merlin Chain","US Dollar","OKX","okx","0.0592","2026-02-14","1.75","19.79","-76.70","-82.92","-42.29","-79.33","-45.23","108.51","207.09","-7.34","-18.70","15.62","91.25","true","false","425","1.000","true","true","simple","calendar","true","false"
"METIS/USD","MetisDAO","US Dollar","Gate.io","gate.io","3.6790","2026-02-14","-1.23","-2.88","-38.99","-59.07","-84.31","-28.12","-78.23","63.26","125.11","-3.48","-11.96","9.34","60.88","false","false","425","1.000","true","true","simple","calendar","true","false"
"MINA/USD","Mina","US Dollar","Binance","binance","0.0688","2026-02-14","0.44","3.46","-23.98","-47.64","-80.94","-13.13","-63.69","51.25","117.37","-1.68","-11.81","9.06","57.91","true","false","425","1.000","true","true","simple","calendar","true","false"
"MNT/USD","Mantle","US Dollar","Bybit","bybit","0.6595","2026-02-14","3.47","2.52","-32.53","-43.67","-36.53","-32.28","-39.60","48.61","86.83","-4.86","-8.54","7.51","54.70","true","false","425","1.000","true","true","simple","calendar","true","false"
"MOBI/USD","Mobius","US Dollar","Gate.io","gate.io","0.0019","2026-02-14","-1.26","8.43","-16.76","-49.22","-49.15","-14.40","-57.44","73.65","104.70","-1.35","-10.12","13.75","60.31","false","false","425","1.000","true","true","simple","calendar","true","false"
"MODE/USD","Mode","US Dollar","Gate.io","gate.io","0.0002","2026-02-14","3.41","-11.54","-41.30","-74.79","-97.98","-54.79","-88.87","90.83","106.09","-6.85","-11.43","59.84","75.15","false","false","425","1.000","true","true","simple","calendar","true","false"
"MOG/USDT","Mog Coin","US Dollar","Bybit","bybit","0.0000","2026-02-14","6.65","0.73","-45.87","-50.85","","-27.55","-85.51","70.74","123.38","-4.59","-11.41","10.21","56.95","true","false","252","1.000","true","false","simple","calendar","true","false"
"MORPHO/USD","Morpho","US Dollar","OKX","okx","1.3508","2026-02-14","13.87","14.59","-4.20","-32.50","-38.34","22.51","-33.88","124.05","123.77","0.23","-11.33","9.15","45.61","true","false","425","1.000","true","true","simple","calendar","true","false"
"MOVR/USD","Moonriver","US Dollar","Kucoin","kucoin","1.5400","2026-02-14","3.59","-1.73","-43.34","-54.47","-81.26","-40.38","-76.11","50.87","91.89","-6.22","-14.09","8.89","55.64","true","false","425","1.000","true","true","simple","calendar","true","false"
"MTL/USD","Metal","US Dollar","Binance","binance","0.2970","2026-02-14","3.13","4.21","-26.85","-33.56","-69.03","-19.73","-59.37","55.29","87.82","-3.23","-7.46","8.90","40.42","true","false","425","1.000","true","true","simple","calendar","true","false"
"NANO/EUR","Nano","Euro","Kraken","kraken","0.4789","2026-02-14","-2.25","-3.64","-27.00","-42.60","-69.10","-22.74","-42.71","36.97","48.40","-6.75","-6.59","6.05","55.72","true","false","425","1.000","true","true","simple","calendar","true","false"
"NEAR/USD","NEAR Protocol","US Dollar","Binance","binance","1.0730","2026-02-14","4.79","-0.19","-40.36","-54.44","-69.78","-34.05","-61.11","76.72","94.18","-5.62","-8.84","9.10","59.53","true","false","425","1.000","true","true","simple","calendar","true","false"
"NEON/USD","Neon EVM","US Dollar","Gate.io","gate.io","0.0325","2026-02-14","0.22","15.95","-47.61","-54.63","-83.39","-42.93","-63.29","257.60","141.76","-4.52","-11.63","16.49","68.86","false","false","425","1.000","true","true","simple","calendar","true","false"
"NEO/USD","NEO","US Dollar","Binance","binance","2.9380","2026-02-14","3.71","5.76","-26.68","-37.95","-74.30","-19.22","-52.69","50.57","85.37","-3.38","-8.97","7.96","44.84","true","false","425","1.000","true","true","simple","calendar","true","false"
"NFT/USD","APENFT","US Dollar","Huobi","huobi","0.0000","2026-02-14","3.03","0.00","-8.11","-12.82","-22.73","-2.86","-27.66","58.86","41.30","-1.53","-3.13","5.67","24.39","true","false","425","1.000","true","true","simple","calendar","true","false"
