Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"MTRO","METRO BANK HOLDINGS PLC","","Royaume-Uni","LSE","GBp","5.23","0.59","","3.91","1.22","","","","0","","16.73","0","11.85","3.53","NaN"
"FUTR","FUTURE PLC","","Royaume-Uni","LSE","GBp","6.31","0.32","5.97","7.93","2.19","6.57","1.20","0","1","2.01","3.15","6","8.97","-3.20","NaN"
"FOUR","4IMPRINT GROUP PLC","","Royaume-Uni","LSE","GBp","9.88","2.36","4.59","19.78","10.76","5.22","0.54","0","3","7.98","24.06","6","3.52","27.66","NaN"
"VTC","VIDENDUM PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"NFC","NEXT 15 GROUP PLC","","Royaume-Uni","LSE","GBp","-5.85","-1.17","10.01","151.27","280.21","8.69","3.89","0","1","2.85","12.24","4","0.41","49.20","NaN"
"REDC","RED CAPITAL PLC","","Royaume-Uni","LSE","GBp","-18.43","0.00","-8.57","-15.71","3.24","-16.48","7.01","0","0","63.55","23.76","5","","","NaN"
"SATS","SATSUMA TECHNOLOGY PLC","","Royaume-Uni","LSE","GBp","-111.35","5.18","-0.14","-39.89","61.99","0.04","0.56","1","2","1.18","63.81","6","-96.68","-6.09","NaN"
"CABP","CAB PAYMENTS HOLDINGS PLC","","Royaume-Uni","LSE","GBp","8.82","0.12","","12.74","5.62","","","0","2","0.13","8.16","2","11.53","-7.37","NaN"
"ANTO","ANTOFAGASTA PLC","","Royaume-Uni","LSE","GBp","15.13","0.49","11.41","12.75","2.30","8.82","2.62","1","4","1.43","3.35","6","24.03","16.75","NaN"
"ACG","ACG METALS LIMITED","","Royaume-Uni","LSE","USD","3.42","0.57","2.80","2.75","0.59","2.27","0.47","0","0","0.84","1.18","6","1.61","-8.22","NaN"
"SBRE","SABRE INSURANCE GROUP PLC","","Royaume-Uni","LSE","GBp","14.69","0.00","","12.24","3.97","3.07","","0","3","0.52","5.80","2","18.89","10.39","NaN"
"SBRY","J SAINSBURY PLC","","Royaume-Uni","LSE","GBp","6.09","1.07","3.06","3.90","2.09","2.61","0.53","0","0","1.39","3.82","6","1.17","2.16","NaN"
"SBSI","SCHRODER BSC SOCIAL IMPACT TRUST PLC","","Royaume-Uni","LSE","GBp","8.34","0.87","","10.30","1.70","","","","2","","2.02","0","29.20","-2.79","NaN"
"EMG","MAN GROUP PLC","","Royaume-Uni","LSE","GBp","10.77","0.18","4.89","15.08","3.84","5.97","0.97","2","4","1.04","5.97","6","12.46","9.68","NaN"
"JDW","J D WETHERSPOON PLC","","Royaume-Uni","LSE","GBp","11.98","2.83","5.69","11.54","4.91","3.63","1.93","0","2","3.85","45.91","6","2.40","8.14","NaN"
"UTG","UNITE GROUP PLC","","Royaume-Uni","LSE","GBp","24.10","0.25","","18.89","20.61","","","","3","","13.46","0","99.23","","NaN"
"AO","AO WORLD PLC","","Royaume-Uni","LSE","GBp","22.44","0.37","15.32","16.72","8.11","11.61","3.32","1","3","7.22","29.37","6","2.83","10.39","NaN"
"SCGL","SEALAND CAPITAL GALAXY LTD.","","Royaume-Uni","LSE","GBp","84.39","-0.01","-10.41","49.51","31.11","-18.21","8.60","0","6","22.93","20.54","6","-99.91","250.48","NaN"
"MCB","MCBRIDE PLC","","Royaume-Uni","LSE","GBp","9.65","0.01","","10.59","1.67","","","","2","","1.19","0","22.56","12.10","NaN"
"HAS","HAYS PLC","","Royaume-Uni","LSE","GBp","-36.36","5.83","18.93","-25.66","55.81","11.01","8.35","1","2","3.52","53.90","6","-6.77","-3.06","NaN"
"JD","JD SPORTS FASHION PLC","","Royaume-Uni","LSE","GBp","7.62","0.36","0.83","10.14","3.91","5.21","3.96","0","2","3.07","6.15","6","1.77","9.86","NaN"
"NXR","NORCROS PLC","","Royaume-Uni","LSE","GBp","0.15","0.65","4.87","4.72","6.67","5.76","3.93","1","2","4.23","6.79","6","0.08","0.17","NaN"
"SCT","SOFTCAT PLC","","Royaume-Uni","LSE","GBp","43.33","0.03","61.95","49.45","6.68","64.34","4.76","6","6","8.62","10.00","6","12.37","-5.50","NaN"
"NWG","NATWEST GROUP PLC","","Royaume-Uni","LSE","GBp","12.11","1.69","","13.04","1.23","","","","3","","6.98","0","35.13","6.01","NaN"
"CAD","CADOGAN ENERGY SOLUTIONS PLC","","Royaume-Uni","LSE","GBp","","0.00","","-38.42","10.66","-36.59","10.27","0","0","18.40","16.89","5","","","NaN"
"RWA","ROBERT WALTERS PLC","","Royaume-Uni","LSE","GBp","-22.36","0.90","-4.24","-6.21","15.15","0.60","4.70","1","2","5.04","17.05","6","-3.43","-14.32","NaN"
"FERG","FERGUSON ENTERPRISES INC","","Royaume-Uni","LSE","GBp","","1.02","","35.31","0.66","16.40","0.49","5","5","3.54","1.62","5","","3.80","NaN"
"CAN","CANAL+ S.A.","","Royaume-Uni","LSE","GBp","-59.77","0.13","-19.68","-110.82","70.61","-85.52","83.91","2","2","89.89","80.43","6","-39.69","58.27","NaN"
"HAMA","HAMAK STRATEGY LIMITED","","Royaume-Uni","LSE","GBp","-85.20","1.02","-26.81","-74.50","20.51","-24.98","1.97","0","0","147.53","610.26","4","","","NaN"
"NG","NATIONAL GRID PLC","","Royaume-Uni","LSE","GBp","-162.68","1.02","-16.80","-143.48","298.34","-124.99","129.69","0","1","139.13","215.68","6","","","NaN"
"S32","SOUTH32 LIMITED","","Royaume-Uni","LSE","GBp","2.36","0.18","3.99","-0.65","2.64","2.77","1.68","1","1","2.22","1.01","6","3.63","18.24","NaN"
"CGEO","GEORGIA CAPITAL PLC","","Royaume-Uni","LSE","GBp","43.00","0.00","","24.34","16.81","-0.21","","0","4","0.12","11.07","4","99.61","75.74","NaN"
"SDLF","STANDARD LIFE PLC","","Royaume-Uni","LSE","GBp","-22.27","2.55","-0.04","-18.60","19.25","-0.08","0.19","0","0","0.25","13.48","3","-1.24","38.07","NaN"
"SAFE","SAFESTORE HOLDINGS PLC","","Royaume-Uni","LSE","GBp","4.76","1.84","4.37","2.29","4.11","3.97","0.57","0","0","0.78","4.11","6","29.73","4.57","NaN"
"SAGA","SAGA PLC","","Royaume-Uni","LSE","GBp","5.65","9.28","5.46","-50.00","62.28","3.41","1.86","0","0","0.55","56.98","6","0.55","8.12","NaN"
"ENQ","ENQUEST PLC","","Royaume-Uni","LSE","GBp","0.29","2.04","3.62","4.17","13.10","5.17","1.35","0","2","4.03","295.66","6","0.14","-13.29","NaN"
"ENOG","ENERGEAN PLC","","Royaume-Uni","LSE","GBp","20.17","5.76","7.26","16.79","12.91","4.65","2.43","0","2","2.14","6.20","6","7.16","55.37","NaN"
"ZEG","ZEGONA COMMUNICATIONS PLC","","Royaume-Uni","LSE","GBp","-121.21","-5.43","3.39","-50.11","62.72","-13.61","25.18","0","1","24.77","72.31","6","-5.22","","NaN"
"LUCE","LUCECO PLC","","Royaume-Uni","LSE","GBp","20.33","0.61","12.51","18.08","2.49","12.05","1.78","4","6","3.30","4.59","6","7.48","13.95","NaN"
"JMAT","JOHNSON MATTHEY PLC","","Royaume-Uni","LSE","GBp","-4.45","0.70","3.62","5.30","10.24","4.44","0.73","0","1","1.03","8.39","6","-0.76","-1.06","NaN"
"AML","ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-91.12","4.84","-5.08","-52.42","33.96","-3.05","1.76","0","0","2.41","33.44","6","-39.20","-12.23","NaN"
"EGY","VAALCO ENERGY INC.","","Royaume-Uni","LSE","GBp","-8.76","0.33","4.07","5.31","12.20","8.30","3.92","2","3","5.58","53.79","6","-11.52","-11.15","NaN"
"SGBX","WISDOMTREE PHYSICAL SWISS GOLD","","Royaume-Uni","LSE","GBp","","-0.55","","","","","","","","","","0","","","NaN"
"UU","UNITED UTILITIES GROUP PLC","","Royaume-Uni","LSE","GBp","27.67","5.12","5.11","15.43","11.24","3.56","1.38","0","3","0.44","7.71","6","22.43","15.85","NaN"
"SGE","SAGE GROUP PLC","","Royaume-Uni","LSE","GBp","40.71","2.19","10.04","27.20","12.88","8.15","2.23","0","6","1.74","3.43","6","14.68","7.27","NaN"
"CHLL","CHILL BRANDS GROUP PLC","","Royaume-Uni","LSE","GBp","","0.70","","-465.21","263.78","-136.39","44.51","0","0","91.38","350.59","5","","2203.26","NaN"
"BYIT","BYTES TECHNOLOGY GROUP PLC","","Royaume-Uni","LSE","GBp","57.25","0.02","19.47","62.15","4.88","22.25","2.50","6","6","4.78","9.31","6","23.25","3.22","NaN"
"GRA","GRAFENIA PLC","","Royaume-Uni","LSE","GBp","-9.33","0.23","-5.51","-10.23","0.83","-6.63","1.03","0","0","3.87","1.79","6","-7.64","1.48","NaN"
"BYG","BIG YELLOW GROUP PLC","","Royaume-Uni","LSE","GBp","4.84","0.19","4.13","7.75","2.77","4.26","0.18","0","2","0.14","4.26","6","59.74","2.34","NaN"
"SHAW","SHAWBROOK GROUP PLC","","Royaume-Uni","LSE","GBp","11.42","0.33","","14.10","2.36","","","","2","","3.63","0","28.40","7.58","NaN"
"FLTR","FLUTTER ENTERTAINMENT PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","","Royaume-Uni","LSE","GBp","6.37","0.53","0.22","4.49","1.63","0.17","0.05","0","1","0.05","1.99","6","16.11","5.61","NaN"
"TKO","TREKOR METALS LIMITED","","Royaume-Uni","LSE","GBp","6.08","0.44","5.58","3.29","3.03","3.85","2.36","1","2","3.17","4.56","5","11.54","68.14","NaN"
"TATE","TATE & LYLE PUBLIC LIMITED COMPANY","","Royaume-Uni","LSE","GBp","6.15","0.81","6.60","10.51","4.69","7.36","5.19","2","4","3.02","5.48","6","4.89","10.36","NaN"
"EDV","ENDEAVOUR MINING PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"SHC","SHAFTESBURY CAPITAL PLC","","Royaume-Uni","LSE","GBp","15.42","3.75","6.97","12.94","2.48","5.87","0.98","0","3","0.84","37.38","6","6.70","5.31","NaN"
"SHI","SIG PLC","","Royaume-Uni","LSE","GBp","-42.69","4.99","3.35","-28.00","13.11","1.47","1.66","0","0","11.91","18.44","6","-2.47","-3.13","NaN"
"IWG","INTERNATIONAL WORKPLACE GROUP PLC","","Royaume-Uni","LSE","GBp","-18.52","-24.29","0.76","-122.31","162.54","1.15","0.92","0","0","1.73","159.78","6","0.40","-0.03","NaN"
"NEO","NEO ENERGY METALS PLC","","Royaume-Uni","LSE","GBp","-12.42","0.49","-5.34","-10.01","2.10","-5.40","0.38","0","0","2.76","3.52","6","-14.85","10.88","NaN"
"LSL","LSL PROPERTY SERVICES PLC","","Royaume-Uni","LSE","GBp","21.03","0.56","13.44","1.87","34.55","11.27","5.78","3","3","3.81","43.71","6","9.31","12.55","NaN"
"SFOR","S4 CAPITAL PLC","","Royaume-Uni","LSE","GBp","-4.58","0.70","1.68","-15.99","22.38","1.72","0.12","0","0","0.39","21.97","6","-3.29","-13.62","NaN"
"TLW","TULLOW OIL PLC","","Royaume-Uni","LSE","GBp","-2.47","-8.93","3.70","2.34","22.42","6.35","2.31","0","3","2.37","21.68","6","0.76","-27.83","NaN"
"SDR","SCHRODERS PLC","","Royaume-Uni","LSE","GBp","783.98","0.00","-181.50","49.94","635.88","-177.76","20.01","0","1","812.28","100.94","6","-1550.23","-17.19","NaN"
"NXT","NEXT PLC","","Royaume-Uni","LSE","GBp","29.57","0.00","28.20","45.42","19.50","32.67","5.22","5","6","13.85","8.61","6","16.46","19.33","NaN"
"SDY","SPEEDY HIRE PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"LIO","LIONTRUST ASSET MANAGEMENT PLC","","Royaume-Uni","LSE","GBp","-16.07","0.26","-9.27","-6.63","8.18","-4.95","3.74","0","0","3.52","7.36","6","-185.32","","NaN"
"APF","ECORA ROYALTIES PLC","","Royaume-Uni","LSE","GBp","25.49","0.75","7.77","10.94","25.24","8.72","3.52","1","3","1.93","30.91","4","43.94","-2.15","NaN"
"REC","RECORD PLC","","Royaume-Uni","LSE","GBp","24.71","0.24","33.61","29.47","4.15","53.85","21.11","6","6","20.46","8.01","6","17.52","-6.00","NaN"
"API","ABRDN PROPERTY INCOME TRUST LIMITED","","Royaume-Uni","LSE","GBp","1.68","0.15","-2.03","-6.22","7.44","-7.33","4.62","0","0","27.49","4.78","6","6.75","-0.17","NaN"
"GRIO","GROUND RENTS INCOME FUND PLC","","Royaume-Uni","LSE","GBp","-7.95","0.16","","-16.96","21.64","","","","0","","21.47","0","","","NaN"
"GRI","GRAINGER PLC","","Royaume-Uni","LSE","GBp","-238.17","0.01","-5948.84","429.36","1283.24","-4669.96","2133.70","0","3","3695.08","350.85","5","","","NaN"
"GRG","GREGGS PLC","","Royaume-Uni","LSE","GBp","-22.13","0.00","-57.05","-82.15","65.24","-74.43","21.45","0","0","222.35","69.30","6","","","NaN"
"JAY","80 MILE PLC","","Royaume-Uni","LSE","GBp","781.45","-0.29","-85.03","143.38","554.12","-84.46","3.93","0","1","37.00","203.23","6","-153.08","45.17","NaN"
"SVS","SAVILLS PLC","","Royaume-Uni","LSE","GBp","9.30","0.77","3.28","7.09","2.12","2.27","0.96","0","2","1.74","3.82","6","2.89","6.76","NaN"
"SEPL","SEPLAT ENERGY PLC","","Royaume-Uni","LSE","GBp","8.64","0.58","5.87","7.86","0.84","6.07","2.37","0","0","1.95","7.00","6","5.84","60.26","NaN"
"DGE","DIAGEO PLC","","Royaume-Uni","LSE","GBp","14.99","1.71","5.62","25.08","13.30","8.67","3.87","1","6","2.43","10.71","6","9.97","-1.56","NaN"
"SERE","SCHRODER EUROPEAN REAL ESTATE INVESTMENT TRUST PLC","","Royaume-Uni","LSE","GBp","1.39","0.41","","-1.29","3.78","","","","1","","4.70","0","32.91","","NaN"
"CHF","CHESTERFIELD RESOURCES PLC","","Royaume-Uni","LSE","GBp","73.13","0.00","-130.35","-71.71","130.77","-87.33","60.32","0","1","81.58","82.43","6","","","NaN"
"CHG","CHEMRING GROUP PLC","","Royaume-Uni","LSE","GBp","13.06","0.40","8.29","8.39","6.20","7.59","0.72","0","3","0.71","5.87","6","9.69","2.60","NaN"
"ACC","PULSAR GROUP PLC","","Royaume-Uni","LSE","GBp","10.93","0.03","8.16","13.39","2.29","9.18","1.62","2","3","3.57","4.71","6","8.53","13.12","NaN"
"TM1","TECHNOLOGY MINERALS PLC","","Royaume-Uni","LSE","GBp","-237.03","-17.67","-11.47","-101.63","117.93","-13.03","1.38","0","0","1.33","143.89","4","-905.67","","NaN"
"SVT","SEVERN TRENT PLC","","Royaume-Uni","LSE","GBp","","5.48","","14.46","2.69","3.16","0.33","0","3","0.84","14.09","5","","3.78","NaN"
"RTO","RENTOKIL INITIAL PLC","","Royaume-Uni","LSE","GBp","8.71","1.12","3.63","8.33","0.75","4.02","0.36","0","2","0.40","0.92","6","6.80","4.01","NaN"
"TBCG","TBC BANK GROUP PLC","","Royaume-Uni","LSE","GBp","23.50","1.11","","24.14","12.40","","","","5","","10.55","0","40.62","124.83","NaN"
"KIE","KIER GROUP PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"KAV","KAVANGO RESOURCES PLC","","Royaume-Uni","LSE","GBp","-85.17","0.01","-50.50","-53.57","31.99","-31.09","17.06","0","0","16.37","39.14","6","-870.22","","NaN"
"TOWN","TOWN CENTRE SECURITIES PLC","","Royaume-Uni","LSE","GBp","7.45","0.14","","7.68","0.21","","","","1","","1.02","0","20.49","9.52","NaN"
"TYT","TOYOTA MOTOR CORPORATION","","Royaume-Uni","LSE","JPY","10.23","1.05","3.46","13.08","2.75","4.44","0.95","0","2","0.50","1.34","6","7.86","6.02","NaN"
"THS","THARISA PLC","","Royaume-Uni","LSE","GBp","9.94","0.12","8.74","12.16","2.70","9.89","1.37","3","4","4.92","4.56","6","12.06","1.55","NaN"
"EXPN","EXPERIAN PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"AFP","AFRICAN PIONEER PLC","","Royaume-Uni","LSE","GBp","110.91","6.51","4.58","28.73","112.90","4.10","0.47","0","4","9.31","114.89","6","5.31","4.86","NaN"
"ZTF","ZOTEFOAMS PLC","","Royaume-Uni","LSE","GBp","18.91","0.44","9.28","8.22","10.68","7.41","1.72","0","1","1.67","6.28","6","14.28","11.72","NaN"
"MAB","MITCHELLS & BUTLERS PLC","","Royaume-Uni","LSE","GBp","6.58","0.54","4.40","4.25","3.84","4.03","0.64","0","0","2.06","4.51","6","6.53","4.07","NaN"
"KLR","KELLER GROUP PLC","","Royaume-Uni","LSE","GBp","23.06","0.48","11.92","22.12","4.03","10.54","1.58","0","4","1.66","4.72","6","4.64","2.02","NaN"
"MACF","MACFARLANE GROUP PLC","","Royaume-Uni","LSE","GBp","5.18","0.74","4.45","10.61","4.71","7.58","2.71","0","5","2.76","4.71","6","2.10","3.52","NaN"
"KLSO","KELSO GROUP HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-6.19","0.00","-50.43","9.65","26.14","315.07","638.20","1","1","221.50","124.81","6","","","NaN"
"GTE","GRAN TIERRA ENERGY INC.","","Royaume-Uni","LSE","GBp","-60.13","3.17","-0.53","-20.29","34.52","3.53","3.75","1","2","7.25","177.91","6","-32.36","-3.21","NaN"
"AEX","AMINEX PLC","","Royaume-Uni","LSE","GBp","-17.89","0.00","-2.98","-12.96","8.29","-2.30","1.08","0","0","1.21","4.15","6","-10169.39","-33.86","NaN"
"AEWU","AEW UK REIT PLC","","Royaume-Uni","LSE","GBp","5.73","0.35","","8.55","5.10","","","","3","","10.02","0","57.11","-3.84","NaN"
"EWG","W.A.G PAYMENT SOLUTIONS PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"SYNT","SYNTHOMER PLC","","Royaume-Uni","LSE","GBp","-15.52","0.90","65.60","-9.24","5.44","44.39","39.59","3","1","9.08","6.39","6","-9.02","-5.33","NaN"
"TPK","TRAVIS PERKINS PLC","","Royaume-Uni","LSE","GBp","-9.40","0.59","3.66","-3.81","5.62","3.82","0.37","0","0","2.21","6.30","6","-3.86","-2.86","NaN"
"AIQ","AIQ LTD.","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"TW","TAYLOR WIMPEY PLC","","Royaume-Uni","LSE","GBp","13.56","0.02","10.94","10.04","3.20","9.13","1.87","0","1","1.86","1.81","6","44.90","23.84","NaN"
"SVNS","SOLVONIS THERAPEUTICS PLC","","Royaume-Uni","LSE","GBp","-123.77","0.01","-65.68","-93.61","30.79","-57.93","9.44","0","0","9.37","30.60","6","","","NaN"
"TRN","TRAINLINE PLC","","Royaume-Uni","LSE","GBp","22.61","4.75","3.47","14.91","6.76","3.78","0.33","0","2","1.34","12.82","6","12.86","-14.97","NaN"
"FAN","VOLUTION GROUP PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"CCH","COCA-COLA HBC AG","","Royaume-Uni","LSE","GBp","25.96","0.99","10.47","24.00","2.80","9.56","1.01","0","5","1.26","5.24","6","8.10","6.75","NaN"
"TRST","TRUSTPILOT GROUP PLC","","Royaume-Uni","LSE","GBp","8.97","0.05","","8.59","1.07","","","","1","","1.14","0","32.53","-0.59","NaN"
"FAR","FERRO-ALLOY RESOURCES LTD","","Royaume-Uni","LSE","GBp","15.84","0.95","11.40","27.90","11.64","18.43","7.22","3","6","4.32","14.03","6","5.74","-16.48","NaN"
"NOG","NOSTRUM OIL & GAS PLC","","Royaume-Uni","LSE","GBp","1.74","1.13","7.44","30.55","32.70","14.64","8.24","4","4","12.75","119.14","6","1.85","4.81","NaN"
"CCR","C&C GROUP PLC","","Royaume-Uni","LSE","GBp","0.65","0.77","3.33","-4.77","10.92","4.11","0.82","0","0","4.21","18.06","6","0.22","-2.53","NaN"
"TSCO","TESCO PLC","","Royaume-Uni","LSE","GBp","45.18","2.30","14.00","49.28","3.85","15.47","1.49","6","6","2.67","7.21","6","7.06","3.27","NaN"
"ALFA","ALFA FINANCIAL SOFTWARE HOLDINGS PLC","","Royaume-Uni","LSE","GBp","61.49","0.18","42.33","58.50","2.80","39.95","2.09","6","6","5.26","17.43","6","23.76","11.45","NaN"
"TTG","TT ELECTRONICS PLC","","Royaume-Uni","LSE","GBp","-29.56","0.70","-6.14","-18.93","13.30","-3.21","3.36","0","0","4.21","18.36","6","-10.51","-11.45","NaN"
"CCC","MODIVO SA","","Royaume-Uni","LSE","GBp","0.09","0.76","1.52","0.82","1.03","1.79","0.38","0","0","0.27","0.73","2","0.16","11.88","NaN"
"AJB","AJ BELL PLC","","Royaume-Uni","LSE","GBp","49.89","0.06","94.48","47.01","2.50","87.85","7.51","6","6","8.00","5.27","6","33.07","20.68","NaN"
"TPT","TOPPS TILES PLC","","Royaume-Uni","LSE","GBp","89.96","14.34","6.27","7.97","85.24","4.67","1.39","0","4","4.31","76.50","6","2.02","6.10","NaN"
"ALK","ALKEMY CAPITAL INVESTMENTS PLC","","Royaume-Uni","LSE","GBp","2.36","1.67","1.83","6.01","5.15","2.87","1.47","0","1","6.45","23.29","5","0.70","21.34","NaN"
"KGF","KINGFISHER PLC","","Royaume-Uni","LSE","GBp","3.92","0.38","3.27","3.99","1.17","3.27","0.77","0","1","1.55","2.32","6","1.89","-0.13","NaN"
"AIRE","ALTERNATIVE INCOME REIT PLC","","Royaume-Uni","LSE","GBp","-249.70","0.03","-95.19","-247.30","107.17","-47.83","41.40","0","1","43.20","119.00","4","-389.30","228.23","NaN"
"ALRT","DEFENCE HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-346.30","0.01","-92.89","-242.85","119.58","-88.00","38.91","0","0","106.64","119.01","4","","","NaN"
"AEP","AEP PLANTATIONS PLC","","Royaume-Uni","LSE","GBp","12.49","1.54","4.62","10.95","1.81","3.85","0.71","0","1","0.33","1.36","6","16.90","7.35","NaN"
"TEP","TELECOM PLUS PLC","","Royaume-Uni","LSE","GBp","16.75","0.55","4.59","18.51","1.70","4.59","0.21","0","6","0.37","3.51","6","5.10","9.54","NaN"
"FCM","FIRST CLASS METALS PLC","","Royaume-Uni","LSE","GBp","-43.71","0.12","-19.09","-49.26","5.86","-25.75","7.55","0","0","6.99","8.97","5","","","NaN"
"WCAT","WILDCAT PETROLEUM PLC","","Royaume-Uni","LSE","GBp","-155.84","0.00","-582.80","-179.94","54.76","-693.42","108.64","0","0","173.66","72.32","5","","","NaN"
"RNEP","ECOFIN U.S. RENEWABLES INFRASTRUCTURE TRUST PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"ESNT","ESSENTRA PLC","","Royaume-Uni","LSE","GBp","12.15","0.09","10.11","13.45","1.22","10.53","0.59","0","5","0.42","2.28","2","53.56","7.74","NaN"
"RNK","THE RANK GROUP PLC","","Royaume-Uni","LSE","GBp","12.43","0.54","6.37","-3.18","19.94","0.01","8.72","0","2","10.88","21.24","6","5.61","8.00","NaN"
"CAR","CARCLO PLC","","Royaume-Uni","LSE","GBp","37.13","-9.39","0.46","-46.59","236.46","2.57","3.49","1","3","4.38","436.33","6","-8.72","-5.06","NaN"
"ROQ","ROQUEFORT THERAPEUTICS PLC","","Royaume-Uni","LSE","GBp","-92.00","0.00","-14.24","-46.06","40.03","-18.31","6.76","0","0","7.73","45.23","4","","","NaN"
"ROR","ROTORK PLC","","Royaume-Uni","LSE","GBp","19.76","0.08","22.57","18.55","1.30","22.85","1.43","6","6","1.94","1.73","6","15.04","3.96","NaN"
"ADM","ADMIRAL GROUP PLC","","Royaume-Uni","LSE","GBp","4.72","0.42","2.70","8.81","4.82","4.39","2.21","0","3","1.34","4.14","6","1.34","-7.56","NaN"
"RPI","RASPBERRY PI HOLDINGS PLC","","Royaume-Uni","LSE","GBp","9.62","0.04","11.77","13.23","9.24","17.13","10.23","3","3","7.60","7.75","5","6.71","10.27","NaN"
"THRL","TARGET HEALTHCARE REIT PLC","","Royaume-Uni","LSE","GBp","10.87","0.35","","5.89","6.14","","","","0","","4.90","0","93.05","18.31","NaN"
"JUP","JUPITER FUND MANAGEMENT PLC","","Royaume-Uni","LSE","GBp","11.54","0.04","11.36","6.00","6.79","7.98","3.18","3","1","4.53","7.09","6","21.56","7.15","NaN"
"RR","ROLLS-ROYCE HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-33.62","0.00","-51.41","-25.79","14.76","-35.14","34.52","0","0","377.34","166.86","5","-974.87","-24.11","NaN"
"ECM","RS GROUP PLC","","Royaume-Uni","LSE","GBp","31.62","0.37","22.22","27.05","5.79","17.98","4.40","4","4","3.86","6.68","4","9.01","14.33","NaN"
"CAPD","CAPITAL LIMITED","","Royaume-Uni","LSE","GBp","21.18","0.34","11.35","14.82","7.79","12.93","6.11","4","4","4.54","7.95","6","20.53","4.21","NaN"
"RSG","RESOLUTE MINING LIMITED","","Royaume-Uni","LSE","GBp","18.30","1.15","8.33","18.01","0.79","8.18","0.52","0","5","0.53","3.13","6","12.89","5.29","NaN"
"RSW","RENISHAW PLC","","Royaume-Uni","LSE","GBp","9.19","0.02","10.54","11.22","2.24","13.01","3.24","3","3","5.68","7.30","6","11.75","1.76","NaN"
"AMGO","AMIGO HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-200.03","","-7.78","-258.85","180.55","6.69","32.51","2","1","19.56","659.08","6","-126.00","-66.59","NaN"
"KOS","KOSMOS ENERGY LTD.","","Royaume-Uni","LSE","GBp","-80.95","5.78","-4.31","-13.49","58.51","3.41","6.96","1","3","8.24","72.43","6","-54.32","-12.99","NaN"
