ticker,fiscal_date,excluded_year,excluded_year_reason,shares_outstanding,shares_normalized,market_cap,net_income,total_equity,total_debt,free_cash_flow,operating_income,roe,roic,de_ratio,fcf_yield,pe_ratio,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,buffett_score,buffett_score_no_valuation,criteria_total
ADBE,2022-11-30,False,,469500000.0,False,153423210000.0,4756000000.0,14051000000.0,4633000000.0,7396000000.0,6098000000.0,33.848124688634265,25.836250303242288,0.32972742153583373,4.820652624853827,32.258875105130365,35.36400789528786,3.770204238440483,26.906307274017777,2.437005375762562,83,100,6
ADBE,2023-11-30,False,,457100000.0,False,282208973571.0,5428000000.0,16518000000.0,4080000000.0,6942000000.0,6650000000.0,32.86112120111394,25.774567666083986,0.24700326916091536,2.4598792561971763,51.991336324797345,33.09897752766561,0.6630291917505836,25.59940581575098,0.35813838629397404,67,80,6
ADBE,2024-11-30,False,,447000000.0,False,230620705530.0,5560000000.0,14105000000.0,6056000000.0,7873000000.0,7741000000.0,39.41864587025877,30.800934314005268,0.4293512938674229,3.413830506634995,41.47854416007194,35.37596392000233,3.535675605070588,27.470584094443847,2.8843327869077977,83,100,6
ADBE,2025-11-30,False,,426000000.0,False,136375380000.0,7130000000.0,11623000000.0,6648000000.0,9852000000.0,8706000000.0,61.34388712036479,38.89848504671488,0.5719693710745934,7.224177853803231,19.126981767180926,44.5412180639125,14.916351699128887,31.824662342268045,6.621579581964904,83,80,6
ADM,2020-12-31,False,,561000000.0,False,27999509999.999996,1782000000.0,20096000000.0,11053000000.0,-3209000000.0,1766000000.0,8.867436305732484,5.365423044092101,0.5500099522292994,-11.460914851724192,15.712407407407404,8.867436305732484,,5.365423044092101,,50,40,6
ADM,2021-12-31,False,,560000000.0,False,37441600000.0,2735000000.0,22767000000.0,10581000000.0,5426000000.0,2993000000.0,12.013001273773444,7.409225603276061,0.46475161417841615,14.491902055467715,13.68979890310786,10.440218789752965,2.224250319564608,6.387324323684082,1.4451866490053982,67,60,6
ADM,2022-12-31,False,,547000000.0,False,50788950000.0,4365000000.0,24616000000.0,10288000000.0,2159000000.0,4212000000.0,17.732369190770232,10.065762424929087,0.4179395515112122,4.250924659793124,11.635498281786942,12.870935590092053,4.494307202716981,7.6134703574324165,2.356816605818545,67,60,6
ADM,2023-12-31,False,,541000000.0,False,39071020000.0,3466000000.0,24465000000.0,9596000000.0,2966000000.0,4057000000.0,14.167177600653996,9.614221680445725,0.39223380339260167,7.591304245448417,11.27265435660704,14.637516021732557,2.8885473884376642,9.029736569550291,1.4214478903017957,67,60,6
ADM,2024-12-31,False,,478000000.0,False,23933460000.0,1779000000.0,22431000000.0,11538000000.0,1227000000.0,2072000000.0,7.9309883643172405,4.812119358337611,0.5143774241005751,5.126713814049452,13.453322091062395,13.276845051913822,4.960976271037759,8.164034487904141,2.911610128064007,50,40,6
ADM,2025-12-31,False,,480000000.0,False,27921600000.0,1073000000.0,23027000000.0,9758000000.0,4204000000.0,1424000000.0,4.6597472532244755,3.7135630119449003,0.4237634081730143,15.056443756804768,26.021994408201305,8.919304406065237,4.830153662316373,6.0466346835760785,3.1380669602041573,33,40,6
ADP,2020-06-30,False,,430800000.0,False,63060504000.0,2466500000.0,5752200000.0,2362600000.0,2409800000.0,2596500000.0,42.879246201453356,24.797595287180272,0.4107298077257397,3.821409356322303,25.566796675451045,42.879246201453356,,24.797595287180272,,83,100,6
ADP,2021-06-30,False,,426300000.0,False,84245406000.0,2598500000.0,5670100000.0,3351700000.0,2587400000.0,2902200000.0,45.82811590624504,24.869239734110977,0.5911183224281759,3.0712653933913026,32.420783528959014,44.3536810538492,2.0851657650937714,24.833417510645624,0.05066027425906119,83,100,6
ADP,2022-06-30,False,,418800000.0,False,88865172000.0,2948900000.0,3225300000.0,3494400000.0,2546100000.0,3413100000.0,91.43025454996435,39.373792560332916,1.0834340991535671,2.8651269588495256,30.13502390721964,60.04587221922091,27.219635354752093,29.68020919387472,8.394965878045618,50,60,6
ADP,2023-06-30,False,,413700000.0,False,89549506137.0,3412000000.0,3509100000.0,3444300000.0,3636000000.0,3744800000.0,97.2329087230344,41.40876561605623,0.9815337265965632,4.0603238999859546,26.245459008499413,78.1637597264146,28.153385139476814,35.21726597016671,9.019230237162885,67,80,6
ADP,2024-06-30,False,,410600000.0,False,98006114000.0,3752000000.0,4547600000.0,3705300000.0,3594200000.0,3922300000.0,82.50505761280675,36.59847873657952,0.8147814231682646,3.667322224407347,26.12103251599147,90.38940696193517,7.418889563633365,39.12701230432289,2.414620122666031,83,100,6
ADP,2025-06-30,False,,407100000.0,False,123534499071.00002,4079700000.0,6188000000.0,9065400000.0,4392700000.0,5411900000.0,65.92921784098255,27.258919222654534,1.4649967679379443,3.555848797731674,30.28028998970513,81.88906139227457,15.660934014851941,35.088721191763426,7.194724742636968,67,80,6
AEE,2020-12-31,False,,247000000.0,False,19011590000.0,877000000.0,9080000000.0,11576000000.0,-1572000000.0,1300000000.0,9.658590308370044,5.348315559718745,1.2748898678414098,-8.268640339918965,21.677981755986316,9.658590308370044,,5.348315559718745,,50,40,6
AEE,2021-12-31,False,,256300000.0,False,22826077487.399998,995000000.0,9829000000.0,13612000000.0,-1862000000.0,1469000000.0,10.123105097161462,5.412728736212429,1.384881473191576,-8.157336717304254,22.940781394371857,9.890847702765754,0.3284615571158481,5.380522147965587,0.04554699389645031,50,40,6
AEE,2022-12-31,False,,258400000.0,False,22976928000.0,1079000000.0,10637000000.0,15095000000.0,-1117000000.0,1699000000.0,10.143837548180878,5.676721065373203,1.419103130581931,-4.861398355776717,21.29465060240964,9.97517765123746,0.27436858034258715,5.479255120434792,0.17401684942647455,50,40,6
AEE,2023-12-31,False,,262800000.0,False,19010952000.0,1157000000.0,11478000000.0,16506000000.0,-1207000000.0,1853000000.0,10.080153336818261,5.717342212607631,1.4380554103502352,-6.348971897882863,16.431246326707,10.1156986607202,0.032481705155186044,5.602264004731088,0.16539417435324116,50,40,6
AEE,2024-12-31,False,,266800000.0,False,23910616000.0,1187000000.0,12243000000.0,18722000000.0,-1647000000.0,1516000000.0,9.69533611043045,4.57588514337371,1.5292003593890386,-6.888153780730702,20.143737152485258,9.97310899847653,0.2426566559860138,5.323316140451515,0.6476128017150384,33,20,6
AEE,2025-12-31,False,,270500000.0,False,27250170000.0,1461000000.0,13530000000.0,19830000000.0,-821000000.0,2026000000.0,10.798226164079823,5.555954735272521,1.4656319290465631,-3.0128252410902387,18.651724845995894,10.19123853710951,0.5597736675679642,5.283060697084621,0.6177252036989408,50,40,6
AEP,2020-12-31,False,,495718223.0,False,40405992356.73,2196700000.0,20774500000.0,34431500000.0,-2483100000.0,2987700000.0,10.574021035403982,5.309781174274765,1.6573924763532215,-6.1453756118092615,18.393951088783176,10.574021035403982,,5.309781174274765,,33,20,6
AEP,2021-12-31,False,,500522177.0,False,44391311878.13,2488100000.0,22680200000.0,36658900000.0,-1924200000.0,3422900000.0,10.970361813387889,5.503135690854959,1.616339362086754,-4.334631977722614,17.84145005350669,10.772191424395935,0.2802552517731725,5.406458432564863,0.1367222898469019,33,20,6
AEP,2022-12-31,False,,511841946.0,False,48599392772.700005,2305600000.0,24122400000.0,41579300000.0,-1484400000.0,3778500000.0,9.557921268198854,5.7381620715250135,1.723680065001824,-3.054359150005347,21.07884835734733,10.367434705663575,0.728529688585293,5.517026312218246,0.21452799421899593,33,20,6
AEP,2023-12-31,False,,518903682.0,False,42145357052.04,2212600000.0,25285900000.0,43608500000.0,-2494300000.0,3734500000.0,8.750331212256633,5.286614844455384,1.7246172768222607,-5.9183268916671,19.04788802858176,9.759538097947791,1.1236640854892137,5.509304202278452,0.22583680494652372,17,0,6
AEP,2024-12-31,False,,530092672.0,False,48800330324.13465,2975800000.0,26986100000.0,45762800000.0,-966300000.0,4446100000.0,11.0271584260045,6.195840903330597,1.695791537124668,-1.980109547582524,16.399062545915267,9.778470302153329,1.154325321388822,5.740205939770331,0.45461647526513055,33,20,6
